_id,date,agegrp,covid_deaths
1971,2021-07-13T00:00:00,60-69,1
1972,2021-07-14T00:00:00,70-79,1
1973,2021-07-15T00:00:00,60-69,1
1974,2021-07-15T00:00:00,70-79,3
1975,2021-07-16T00:00:00,40-49,1
1976,2021-07-16T00:00:00,60-69,1
1977,2021-07-17T00:00:00,40-49,1
1978,2021-07-17T00:00:00,50-59,1
1979,2021-07-17T00:00:00,70-79,1
1980,2021-07-17T00:00:00,80+,2
1981,2021-07-18T00:00:00,80+,1
1982,2021-07-20T00:00:00,70-79,1
1983,2021-07-20T00:00:00,80+,1
1984,2021-07-21T00:00:00,0-19,1
1985,2021-07-21T00:00:00,50-59,3
1986,2021-07-21T00:00:00,60-69,1
1987,2021-07-21T00:00:00,80+,1
1988,2021-07-22T00:00:00,50-59,1
1989,2021-07-22T00:00:00,60-69,1
1990,2021-07-22T00:00:00,70-79,1
1991,2021-07-23T00:00:00,40-49,1
1992,2021-07-23T00:00:00,50-59,1
1993,2021-07-23T00:00:00,60-69,1
1994,2021-07-23T00:00:00,70-79,1
1995,2021-07-23T00:00:00,80+,1
1996,2021-07-24T00:00:00,60-69,1
1997,2021-07-24T00:00:00,70-79,3
1998,2021-07-24T00:00:00,80+,3
1999,2021-07-25T00:00:00,40-49,1
2000,2021-07-25T00:00:00,50-59,1
2001,2021-07-25T00:00:00,70-79,1
2002,2021-07-25T00:00:00,80+,2
2003,2021-07-26T00:00:00,50-59,1
2004,2021-07-26T00:00:00,60-69,1
2005,2021-07-26T00:00:00,70-79,1
2006,2021-07-26T00:00:00,80+,2
2007,2021-07-27T00:00:00,50-59,1
2008,2021-07-27T00:00:00,60-69,4
2009,2021-07-27T00:00:00,70-79,1
2010,2021-07-27T00:00:00,80+,3
2011,2021-07-28T00:00:00,40-49,1
2012,2021-07-28T00:00:00,60-69,3
2013,2021-07-28T00:00:00,70-79,2
2014,2021-07-29T00:00:00,30-39,1
2015,2021-07-29T00:00:00,50-59,3
2016,2021-07-29T00:00:00,60-69,1
2017,2021-07-29T00:00:00,70-79,1
2018,2021-07-29T00:00:00,80+,3
2019,2021-07-30T00:00:00,60-69,2
2020,2021-07-30T00:00:00,70-79,1
2021,2021-07-30T00:00:00,80+,2
2022,2021-07-31T00:00:00,60-69,3
2023,2021-07-31T00:00:00,70-79,3
2024,2021-07-31T00:00:00,80+,3
2025,2021-08-01T00:00:00,0-19,1
2026,2021-08-01T00:00:00,40-49,1
2027,2021-08-01T00:00:00,50-59,2
2028,2021-08-01T00:00:00,60-69,2
2029,2021-08-01T00:00:00,70-79,1
2030,2021-08-01T00:00:00,80+,2
2031,2021-08-02T00:00:00,20-29,1
2032,2021-08-02T00:00:00,40-49,2
2033,2021-08-02T00:00:00,60-69,4
2034,2021-08-02T00:00:00,70-79,2
2035,2021-08-02T00:00:00,80+,4
2036,2021-08-03T00:00:00,30-39,1
2037,2021-08-03T00:00:00,60-69,2
2038,2021-08-03T00:00:00,70-79,2
2039,2021-08-03T00:00:00,80+,3
2040,2021-08-04T00:00:00,50-59,1
2041,2021-08-04T00:00:00,60-69,1
2042,2021-08-04T00:00:00,80+,4
2043,2021-08-05T00:00:00,40-49,1
2044,2021-08-05T00:00:00,50-59,2
2045,2021-08-05T00:00:00,60-69,1
2046,2021-08-05T00:00:00,70-79,1
2047,2021-08-05T00:00:00,80+,3
2048,2021-08-06T00:00:00,50-59,2
2049,2021-08-06T00:00:00,60-69,3
2050,2021-08-06T00:00:00,70-79,4
2051,2021-08-06T00:00:00,80+,4
2052,2021-08-07T00:00:00,50-59,1
2053,2021-08-07T00:00:00,70-79,2
2054,2021-08-07T00:00:00,80+,5
2055,2021-08-08T00:00:00,0-19,1
2056,2021-08-08T00:00:00,20-29,1
2057,2021-08-08T00:00:00,30-39,1
2058,2021-08-08T00:00:00,40-49,2
2059,2021-08-08T00:00:00,50-59,3
2060,2021-08-08T00:00:00,60-69,2
2061,2021-08-08T00:00:00,70-79,6
2062,2021-08-08T00:00:00,80+,2
2063,2021-08-09T00:00:00,50-59,2
2064,2021-08-09T00:00:00,60-69,6
2065,2021-08-09T00:00:00,70-79,3
2066,2021-08-09T00:00:00,80+,4
2067,2021-08-10T00:00:00,20-29,1
2068,2021-08-10T00:00:00,50-59,2
2069,2021-08-10T00:00:00,60-69,7
2070,2021-08-10T00:00:00,70-79,3
2071,2021-08-10T00:00:00,80+,4
2072,2021-08-11T00:00:00,40-49,2
2073,2021-08-11T00:00:00,60-69,2
2074,2021-08-11T00:00:00,70-79,4
2075,2021-08-11T00:00:00,80+,3
2076,2021-08-12T00:00:00,50-59,4
2077,2021-08-12T00:00:00,60-69,2
2078,2021-08-12T00:00:00,70-79,3
2079,2021-08-12T00:00:00,80+,3
2080,2021-08-13T00:00:00,40-49,1
2081,2021-08-13T00:00:00,50-59,1
2082,2021-08-13T00:00:00,60-69,3
2083,2021-08-13T00:00:00,70-79,3
2084,2021-08-13T00:00:00,80+,5
2085,2021-08-14T00:00:00,50-59,1
2086,2021-08-14T00:00:00,60-69,3
2087,2021-08-14T00:00:00,70-79,2
2088,2021-08-14T00:00:00,80+,5
2089,2021-08-15T00:00:00,30-39,1
2090,2021-08-15T00:00:00,40-49,1
2091,2021-08-15T00:00:00,50-59,2
2092,2021-08-15T00:00:00,60-69,5
2093,2021-08-15T00:00:00,70-79,4
2094,2021-08-15T00:00:00,80+,8
2095,2021-08-16T00:00:00,20-29,1
2096,2021-08-16T00:00:00,40-49,2
2097,2021-08-16T00:00:00,50-59,4
2098,2021-08-16T00:00:00,60-69,2
2099,2021-08-16T00:00:00,70-79,5
2100,2021-08-16T00:00:00,80+,4
2101,2021-08-17T00:00:00,40-49,1
2102,2021-08-17T00:00:00,50-59,2
2103,2021-08-17T00:00:00,60-69,5
2104,2021-08-17T00:00:00,70-79,8
2105,2021-08-17T00:00:00,80+,3
2106,2021-08-18T00:00:00,30-39,1
2107,2021-08-18T00:00:00,40-49,1
2108,2021-08-18T00:00:00,50-59,2
2109,2021-08-18T00:00:00,60-69,3
2110,2021-08-18T00:00:00,70-79,2
2111,2021-08-18T00:00:00,80+,6
2112,2021-08-19T00:00:00,40-49,2
2113,2021-08-19T00:00:00,50-59,4
2114,2021-08-19T00:00:00,60-69,1
2115,2021-08-19T00:00:00,70-79,5
2116,2021-08-19T00:00:00,80+,12
2117,2021-08-20T00:00:00,40-49,2
2118,2021-08-20T00:00:00,50-59,1
2119,2021-08-20T00:00:00,60-69,4
2120,2021-08-20T00:00:00,70-79,5
2121,2021-08-20T00:00:00,80+,7
2122,2021-08-21T00:00:00,0-19,1
2123,2021-08-21T00:00:00,20-29,1
2124,2021-08-21T00:00:00,30-39,2
2125,2021-08-21T00:00:00,40-49,2
2126,2021-08-21T00:00:00,50-59,2
2127,2021-08-21T00:00:00,60-69,4
2128,2021-08-21T00:00:00,70-79,10
2129,2021-08-21T00:00:00,80+,12
2130,2021-08-22T00:00:00,30-39,2
2131,2021-08-22T00:00:00,60-69,7
2132,2021-08-22T00:00:00,70-79,5
2133,2021-08-22T00:00:00,80+,11
2134,2021-08-23T00:00:00,40-49,1
2135,2021-08-23T00:00:00,50-59,2
2136,2021-08-23T00:00:00,60-69,5
2137,2021-08-23T00:00:00,70-79,6
2138,2021-08-23T00:00:00,80+,10
2139,2021-08-24T00:00:00,40-49,2
2140,2021-08-24T00:00:00,50-59,2
2141,2021-08-24T00:00:00,60-69,5
2142,2021-08-24T00:00:00,70-79,5
2143,2021-08-24T00:00:00,80+,3
2144,2021-08-25T00:00:00,30-39,2
2145,2021-08-25T00:00:00,40-49,1
2146,2021-08-25T00:00:00,50-59,2
2147,2021-08-25T00:00:00,60-69,8
2148,2021-08-25T00:00:00,70-79,8
2149,2021-08-25T00:00:00,80+,8
2150,2021-08-26T00:00:00,30-39,1
2151,2021-08-26T00:00:00,40-49,4
2152,2021-08-26T00:00:00,50-59,2
2153,2021-08-26T00:00:00,60-69,3
2154,2021-08-26T00:00:00,70-79,7
2155,2021-08-26T00:00:00,80+,7
2156,2021-08-27T00:00:00,0-19,1
2157,2021-08-27T00:00:00,40-49,2
2158,2021-08-27T00:00:00,50-59,2
2159,2021-08-27T00:00:00,60-69,6
2160,2021-08-27T00:00:00,70-79,7
2161,2021-08-27T00:00:00,80+,14
2162,2021-08-28T00:00:00,30-39,1
2163,2021-08-28T00:00:00,40-49,1
2164,2021-08-28T00:00:00,50-59,4
2165,2021-08-28T00:00:00,60-69,4
2166,2021-08-28T00:00:00,70-79,6
2167,2021-08-28T00:00:00,80+,9
2168,2021-08-29T00:00:00,30-39,1
2169,2021-08-29T00:00:00,40-49,2
2170,2021-08-29T00:00:00,50-59,1
2171,2021-08-29T00:00:00,60-69,10
2172,2021-08-29T00:00:00,70-79,9
2173,2021-08-29T00:00:00,80+,14
2174,2021-08-30T00:00:00,40-49,2
2175,2021-08-30T00:00:00,50-59,3
2176,2021-08-30T00:00:00,60-69,6
2177,2021-08-30T00:00:00,70-79,4
2178,2021-08-30T00:00:00,80+,12
2179,2021-08-31T00:00:00,40-49,2
2180,2021-08-31T00:00:00,50-59,2
2181,2021-08-31T00:00:00,60-69,6
2182,2021-08-31T00:00:00,70-79,6
2183,2021-08-31T00:00:00,80+,8
2184,2021-09-01T00:00:00,0-19,1
2185,2021-09-01T00:00:00,40-49,3
2186,2021-09-01T00:00:00,50-59,3
2187,2021-09-01T00:00:00,60-69,9
2188,2021-09-01T00:00:00,70-79,8
2189,2021-09-01T00:00:00,80+,13
2190,2021-09-02T00:00:00,30-39,1
2191,2021-09-02T00:00:00,40-49,4
2192,2021-09-02T00:00:00,50-59,4
2193,2021-09-02T00:00:00,60-69,6
2194,2021-09-02T00:00:00,70-79,3
2195,2021-09-02T00:00:00,80+,5
2196,2021-09-03T00:00:00,40-49,2
2197,2021-09-03T00:00:00,50-59,3
2198,2021-09-03T00:00:00,60-69,5
2199,2021-09-03T00:00:00,70-79,11
2200,2021-09-03T00:00:00,80+,10
2201,2021-09-04T00:00:00,40-49,4
2202,2021-09-04T00:00:00,50-59,3
2203,2021-09-04T00:00:00,60-69,4
2204,2021-09-04T00:00:00,70-79,8
2205,2021-09-04T00:00:00,80+,4
2206,2021-09-05T00:00:00,0-19,1
2207,2021-09-05T00:00:00,30-39,2
2208,2021-09-05T00:00:00,40-49,3
2209,2021-09-05T00:00:00,50-59,3
2210,2021-09-05T00:00:00,60-69,7
2211,2021-09-05T00:00:00,70-79,12
2212,2021-09-05T00:00:00,80+,10
2213,2021-09-06T00:00:00,40-49,2
2214,2021-09-06T00:00:00,50-59,11
2215,2021-09-06T00:00:00,60-69,12
2216,2021-09-06T00:00:00,70-79,10
2217,2021-09-06T00:00:00,80+,7
2218,2021-09-07T00:00:00,30-39,1
2219,2021-09-07T00:00:00,40-49,7
2220,2021-09-07T00:00:00,50-59,9
2221,2021-09-07T00:00:00,60-69,10
2222,2021-09-07T00:00:00,70-79,4
2223,2021-09-07T00:00:00,80+,8
2224,2021-09-08T00:00:00,30-39,1
2225,2021-09-08T00:00:00,40-49,1
2226,2021-09-08T00:00:00,50-59,5
2227,2021-09-08T00:00:00,60-69,9
2228,2021-09-08T00:00:00,70-79,10
2229,2021-09-08T00:00:00,80+,7
2230,2021-09-09T00:00:00,0-19,1
2231,2021-09-09T00:00:00,30-39,3
2232,2021-09-09T00:00:00,50-59,5
2233,2021-09-09T00:00:00,60-69,12
2234,2021-09-09T00:00:00,70-79,10
2235,2021-09-09T00:00:00,80+,7
2236,2021-09-10T00:00:00,20-29,1
2237,2021-09-10T00:00:00,30-39,1
2238,2021-09-10T00:00:00,40-49,2
2239,2021-09-10T00:00:00,50-59,7
2240,2021-09-10T00:00:00,60-69,10
2241,2021-09-10T00:00:00,70-79,14
2242,2021-09-10T00:00:00,80+,14
2243,2021-09-11T00:00:00,0-19,1
2244,2021-09-11T00:00:00,40-49,3
2245,2021-09-11T00:00:00,50-59,2
2246,2021-09-11T00:00:00,60-69,12
2247,2021-09-11T00:00:00,70-79,10
2248,2021-09-11T00:00:00,80+,10
2249,2021-09-12T00:00:00,20-29,1
2250,2021-09-12T00:00:00,40-49,3
2251,2021-09-12T00:00:00,50-59,4
2252,2021-09-12T00:00:00,60-69,10
2253,2021-09-12T00:00:00,70-79,15
2254,2021-09-12T00:00:00,80+,8
2255,2021-09-13T00:00:00,0-19,1
2256,2021-09-13T00:00:00,20-29,1
2257,2021-09-13T00:00:00,40-49,1
2258,2021-09-13T00:00:00,50-59,7
2259,2021-09-13T00:00:00,60-69,8
2260,2021-09-13T00:00:00,70-79,9
2261,2021-09-13T00:00:00,80+,17
2262,2021-09-14T00:00:00,30-39,2
2263,2021-09-14T00:00:00,40-49,1
2264,2021-09-14T00:00:00,50-59,4
2265,2021-09-14T00:00:00,60-69,15
2266,2021-09-14T00:00:00,70-79,17
2267,2021-09-14T00:00:00,80+,12
2268,2021-09-15T00:00:00,20-29,1
2269,2021-09-15T00:00:00,40-49,8
2270,2021-09-15T00:00:00,50-59,13
2271,2021-09-15T00:00:00,60-69,8
2272,2021-09-15T00:00:00,70-79,7
2273,2021-09-15T00:00:00,80+,13
2274,2021-09-16T00:00:00,30-39,1
2275,2021-09-16T00:00:00,40-49,1
2276,2021-09-16T00:00:00,50-59,8
2277,2021-09-16T00:00:00,60-69,7
2278,2021-09-16T00:00:00,70-79,10
2279,2021-09-16T00:00:00,80+,8
2280,2021-09-17T00:00:00,20-29,1
2281,2021-09-17T00:00:00,40-49,3
2282,2021-09-17T00:00:00,50-59,9
2283,2021-09-17T00:00:00,60-69,12
2284,2021-09-17T00:00:00,70-79,10
2285,2021-09-17T00:00:00,80+,14
2286,2021-09-18T00:00:00,30-39,1
2287,2021-09-18T00:00:00,40-49,2
2288,2021-09-18T00:00:00,50-59,6
2289,2021-09-18T00:00:00,60-69,8
2290,2021-09-18T00:00:00,70-79,7
2291,2021-09-18T00:00:00,80+,7
2292,2021-09-19T00:00:00,0-19,1
2293,2021-09-19T00:00:00,40-49,3
2294,2021-09-19T00:00:00,50-59,6
2295,2021-09-19T00:00:00,60-69,10
2296,2021-09-19T00:00:00,70-79,6
2297,2021-09-19T00:00:00,80+,13
2298,2021-09-20T00:00:00,30-39,1
2299,2021-09-20T00:00:00,40-49,4
2300,2021-09-20T00:00:00,50-59,7
2301,2021-09-20T00:00:00,60-69,11
2302,2021-09-20T00:00:00,70-79,8
2303,2021-09-20T00:00:00,80+,8
2304,2021-09-21T00:00:00,30-39,1
2305,2021-09-21T00:00:00,40-49,3
2306,2021-09-21T00:00:00,50-59,7
2307,2021-09-21T00:00:00,60-69,10
2308,2021-09-21T00:00:00,70-79,10
2309,2021-09-21T00:00:00,80+,10
2310,2021-09-22T00:00:00,30-39,1
2311,2021-09-22T00:00:00,40-49,3
2312,2021-09-22T00:00:00,50-59,3
2313,2021-09-22T00:00:00,60-69,6
2314,2021-09-22T00:00:00,70-79,18
2315,2021-09-22T00:00:00,80+,9
2316,2021-09-23T00:00:00,30-39,2
2317,2021-09-23T00:00:00,40-49,4
2318,2021-09-23T00:00:00,50-59,5
2319,2021-09-23T00:00:00,60-69,9
2320,2021-09-23T00:00:00,70-79,11
2321,2021-09-23T00:00:00,80+,18
2322,2021-09-24T00:00:00,30-39,1
2323,2021-09-24T00:00:00,40-49,1
2324,2021-09-24T00:00:00,50-59,11
2325,2021-09-24T00:00:00,60-69,9
2326,2021-09-24T00:00:00,70-79,9
2327,2021-09-24T00:00:00,80+,18
2328,2021-09-25T00:00:00,0-19,1
2329,2021-09-25T00:00:00,30-39,1
2330,2021-09-25T00:00:00,40-49,4
2331,2021-09-25T00:00:00,50-59,4
2332,2021-09-25T00:00:00,60-69,9
2333,2021-09-25T00:00:00,70-79,13
2334,2021-09-25T00:00:00,80+,10
2335,2021-09-26T00:00:00,0-19,1
2336,2021-09-26T00:00:00,30-39,3
2337,2021-09-26T00:00:00,40-49,4
2338,2021-09-26T00:00:00,50-59,8
2339,2021-09-26T00:00:00,60-69,9
2340,2021-09-26T00:00:00,70-79,12
2341,2021-09-26T00:00:00,80+,6
2342,2021-09-27T00:00:00,30-39,3
2343,2021-09-27T00:00:00,50-59,6
2344,2021-09-27T00:00:00,60-69,12
2345,2021-09-27T00:00:00,70-79,17
2346,2021-09-27T00:00:00,80+,8
2347,2021-09-28T00:00:00,30-39,1
2348,2021-09-28T00:00:00,40-49,4
2349,2021-09-28T00:00:00,50-59,6
2350,2021-09-28T00:00:00,60-69,7
2351,2021-09-28T00:00:00,70-79,13
2352,2021-09-28T00:00:00,80+,13
2353,2021-09-29T00:00:00,20-29,1
2354,2021-09-29T00:00:00,30-39,3
2355,2021-09-29T00:00:00,40-49,1
2356,2021-09-29T00:00:00,50-59,4
2357,2021-09-29T00:00:00,60-69,8
2358,2021-09-29T00:00:00,70-79,6
2359,2021-09-29T00:00:00,80+,9
2360,2021-09-30T00:00:00,40-49,3
2361,2021-09-30T00:00:00,50-59,8
2362,2021-09-30T00:00:00,60-69,13
2363,2021-09-30T00:00:00,70-79,7
2364,2021-09-30T00:00:00,80+,4
2365,2021-10-01T00:00:00,40-49,2
2366,2021-10-01T00:00:00,50-59,4
2367,2021-10-01T00:00:00,60-69,13
2368,2021-10-01T00:00:00,70-79,10
2369,2021-10-01T00:00:00,80+,11
2370,2021-10-02T00:00:00,40-49,2
2371,2021-10-02T00:00:00,50-59,4
2372,2021-10-02T00:00:00,60-69,11
2373,2021-10-02T00:00:00,70-79,6
2374,2021-10-02T00:00:00,80+,7
2375,2021-10-03T00:00:00,30-39,1
2376,2021-10-03T00:00:00,40-49,2
2377,2021-10-03T00:00:00,50-59,8
2378,2021-10-03T00:00:00,60-69,14
2379,2021-10-03T00:00:00,70-79,9
2380,2021-10-03T00:00:00,80+,15
2381,2021-10-04T00:00:00,30-39,1
2382,2021-10-04T00:00:00,40-49,1
2383,2021-10-04T00:00:00,50-59,5
2384,2021-10-04T00:00:00,60-69,11
2385,2021-10-04T00:00:00,70-79,11
2386,2021-10-04T00:00:00,80+,13
2387,2021-10-05T00:00:00,20-29,1
2388,2021-10-05T00:00:00,30-39,1
2389,2021-10-05T00:00:00,40-49,3
2390,2021-10-05T00:00:00,50-59,2
2391,2021-10-05T00:00:00,60-69,7
2392,2021-10-05T00:00:00,70-79,10
2393,2021-10-05T00:00:00,80+,12
2394,2021-10-06T00:00:00,20-29,1
2395,2021-10-06T00:00:00,30-39,2
2396,2021-10-06T00:00:00,40-49,6
2397,2021-10-06T00:00:00,50-59,5
2398,2021-10-06T00:00:00,60-69,12
2399,2021-10-06T00:00:00,70-79,4
2400,2021-10-06T00:00:00,80+,5
2401,2021-10-07T00:00:00,30-39,2
2402,2021-10-07T00:00:00,40-49,3
2403,2021-10-07T00:00:00,50-59,4
2404,2021-10-07T00:00:00,60-69,6
2405,2021-10-07T00:00:00,70-79,10
2406,2021-10-07T00:00:00,80+,5
2407,2021-10-08T00:00:00,30-39,1
2408,2021-10-08T00:00:00,50-59,3
2409,2021-10-08T00:00:00,60-69,9
2410,2021-10-08T00:00:00,70-79,9
2411,2021-10-08T00:00:00,80+,6
2412,2021-10-09T00:00:00,30-39,2
2413,2021-10-09T00:00:00,40-49,1
2414,2021-10-09T00:00:00,50-59,7
2415,2021-10-09T00:00:00,60-69,6
2416,2021-10-09T00:00:00,70-79,6
2417,2021-10-09T00:00:00,80+,6
2418,2021-10-10T00:00:00,30-39,2
2419,2021-10-10T00:00:00,40-49,2
2420,2021-10-10T00:00:00,50-59,3
2421,2021-10-10T00:00:00,60-69,5
2422,2021-10-10T00:00:00,70-79,9
2423,2021-10-10T00:00:00,80+,11
2424,2021-10-11T00:00:00,20-29,1
2425,2021-10-11T00:00:00,40-49,2
2426,2021-10-11T00:00:00,50-59,5
2427,2021-10-11T00:00:00,60-69,7
2428,2021-10-11T00:00:00,70-79,7
2429,2021-10-11T00:00:00,80+,10
2430,2021-10-12T00:00:00,20-29,1
2431,2021-10-12T00:00:00,30-39,2
2432,2021-10-12T00:00:00,50-59,5
2433,2021-10-12T00:00:00,60-69,5
2434,2021-10-12T00:00:00,70-79,8
2435,2021-10-12T00:00:00,80+,15
2436,2021-10-13T00:00:00,0-19,1
2437,2021-10-13T00:00:00,40-49,1
2438,2021-10-13T00:00:00,50-59,3
2439,2021-10-13T00:00:00,60-69,7
2440,2021-10-13T00:00:00,70-79,7
2441,2021-10-13T00:00:00,80+,7
2442,2021-10-14T00:00:00,40-49,1
2443,2021-10-14T00:00:00,50-59,4
2444,2021-10-14T00:00:00,60-69,13
2445,2021-10-14T00:00:00,70-79,9
2446,2021-10-14T00:00:00,80+,11
2447,2021-10-15T00:00:00,40-49,1
2448,2021-10-15T00:00:00,50-59,2
2449,2021-10-15T00:00:00,60-69,8
2450,2021-10-15T00:00:00,70-79,4
2451,2021-10-15T00:00:00,80+,14
2452,2021-10-16T00:00:00,30-39,1
2453,2021-10-16T00:00:00,40-49,4
2454,2021-10-16T00:00:00,50-59,2
2455,2021-10-16T00:00:00,60-69,8
2456,2021-10-16T00:00:00,70-79,4
2457,2021-10-16T00:00:00,80+,12
2458,2021-10-17T00:00:00,30-39,2
2459,2021-10-17T00:00:00,40-49,2
2460,2021-10-17T00:00:00,50-59,5
2461,2021-10-17T00:00:00,60-69,10
2462,2021-10-17T00:00:00,70-79,3
2463,2021-10-17T00:00:00,80+,5
2464,2021-10-18T00:00:00,30-39,1
2465,2021-10-18T00:00:00,40-49,1
2466,2021-10-18T00:00:00,50-59,6
2467,2021-10-18T00:00:00,60-69,6
2468,2021-10-18T00:00:00,70-79,9
2469,2021-10-18T00:00:00,80+,5
2470,2021-10-19T00:00:00,0-19,1
2471,2021-10-19T00:00:00,30-39,1
2472,2021-10-19T00:00:00,40-49,3
2473,2021-10-19T00:00:00,50-59,4
2474,2021-10-19T00:00:00,60-69,5
2475,2021-10-19T00:00:00,70-79,10
2476,2021-10-19T00:00:00,80+,9
2477,2021-10-20T00:00:00,40-49,2
2478,2021-10-20T00:00:00,50-59,5
2479,2021-10-20T00:00:00,60-69,7
2480,2021-10-20T00:00:00,70-79,9
2481,2021-10-20T00:00:00,80+,10
2482,2021-10-21T00:00:00,40-49,1
2483,2021-10-21T00:00:00,50-59,2
2484,2021-10-21T00:00:00,60-69,11
2485,2021-10-21T00:00:00,70-79,7
2486,2021-10-21T00:00:00,80+,7
2487,2021-10-22T00:00:00,30-39,1
2488,2021-10-22T00:00:00,50-59,3
2489,2021-10-22T00:00:00,60-69,9
2490,2021-10-22T00:00:00,70-79,11
2491,2021-10-22T00:00:00,80+,10
2492,2021-10-23T00:00:00,0-19,1
2493,2021-10-23T00:00:00,20-29,1
2494,2021-10-23T00:00:00,30-39,1
2495,2021-10-23T00:00:00,40-49,1
2496,2021-10-23T00:00:00,50-59,7
2497,2021-10-23T00:00:00,60-69,4
2498,2021-10-23T00:00:00,70-79,5
2499,2021-10-23T00:00:00,80+,6
2500,2021-10-24T00:00:00,20-29,1
2501,2021-10-24T00:00:00,30-39,2
2502,2021-10-24T00:00:00,40-49,1
2503,2021-10-24T00:00:00,50-59,5
2504,2021-10-24T00:00:00,60-69,6
2505,2021-10-24T00:00:00,70-79,6
2506,2021-10-24T00:00:00,80+,8
2507,2021-10-25T00:00:00,30-39,1
2508,2021-10-25T00:00:00,40-49,1
2509,2021-10-25T00:00:00,50-59,3
2510,2021-10-25T00:00:00,60-69,6
2511,2021-10-25T00:00:00,70-79,4
2512,2021-10-25T00:00:00,80+,7
2513,2021-10-26T00:00:00,40-49,4
2514,2021-10-26T00:00:00,50-59,4
2515,2021-10-26T00:00:00,60-69,6
2516,2021-10-26T00:00:00,70-79,10
2517,2021-10-26T00:00:00,80+,9
2518,2021-10-27T00:00:00,40-49,1
2519,2021-10-27T00:00:00,50-59,6
2520,2021-10-27T00:00:00,60-69,7
2521,2021-10-27T00:00:00,70-79,4
2522,2021-10-27T00:00:00,80+,6
2523,2021-10-28T00:00:00,30-39,1
2524,2021-10-28T00:00:00,50-59,1
2525,2021-10-28T00:00:00,60-69,7
2526,2021-10-28T00:00:00,70-79,9
2527,2021-10-28T00:00:00,80+,6
2528,2021-10-29T00:00:00,30-39,1
2529,2021-10-29T00:00:00,40-49,2
2530,2021-10-29T00:00:00,50-59,4
2531,2021-10-29T00:00:00,60-69,4
2532,2021-10-29T00:00:00,70-79,6
2533,2021-10-29T00:00:00,80+,7
2534,2021-10-30T00:00:00,40-49,1
2535,2021-10-30T00:00:00,50-59,3
2536,2021-10-30T00:00:00,60-69,2
2537,2021-10-30T00:00:00,70-79,9
2538,2021-10-30T00:00:00,80+,11
2539,2021-10-31T00:00:00,30-39,1
2540,2021-10-31T00:00:00,40-49,1
2541,2021-10-31T00:00:00,50-59,3
2542,2021-10-31T00:00:00,60-69,7
2543,2021-10-31T00:00:00,70-79,2
2544,2021-10-31T00:00:00,80+,10
2545,2021-11-01T00:00:00,30-39,1
2546,2021-11-01T00:00:00,50-59,4
2547,2021-11-01T00:00:00,60-69,5
2548,2021-11-01T00:00:00,70-79,4
2549,2021-11-01T00:00:00,80+,12
2550,2021-11-02T00:00:00,30-39,1
2551,2021-11-02T00:00:00,40-49,2
2552,2021-11-02T00:00:00,50-59,4
2553,2021-11-02T00:00:00,60-69,6
2554,2021-11-02T00:00:00,70-79,5
2555,2021-11-02T00:00:00,80+,8
2556,2021-11-03T00:00:00,50-59,4
2557,2021-11-03T00:00:00,60-69,5
2558,2021-11-03T00:00:00,70-79,12
2559,2021-11-03T00:00:00,80+,4
2560,2021-11-04T00:00:00,30-39,1
2561,2021-11-04T00:00:00,40-49,1
2562,2021-11-04T00:00:00,60-69,8
2563,2021-11-04T00:00:00,70-79,6
2564,2021-11-04T00:00:00,80+,2
2565,2021-11-05T00:00:00,0-19,1
2566,2021-11-05T00:00:00,40-49,3
2567,2021-11-05T00:00:00,50-59,5
2568,2021-11-05T00:00:00,60-69,5
2569,2021-11-05T00:00:00,70-79,5
2570,2021-11-05T00:00:00,80+,8
2571,2021-11-06T00:00:00,40-49,3
2572,2021-11-06T00:00:00,50-59,4
2573,2021-11-06T00:00:00,60-69,5
2574,2021-11-06T00:00:00,70-79,7
2575,2021-11-06T00:00:00,80+,13
2576,2021-11-07T00:00:00,20-29,1
2577,2021-11-07T00:00:00,40-49,1
2578,2021-11-07T00:00:00,50-59,1
2579,2021-11-07T00:00:00,60-69,7
2580,2021-11-07T00:00:00,70-79,5
2581,2021-11-07T00:00:00,80+,10
2582,2021-11-08T00:00:00,30-39,1
2583,2021-11-08T00:00:00,40-49,1
2584,2021-11-08T00:00:00,50-59,2
2585,2021-11-08T00:00:00,60-69,6
2586,2021-11-08T00:00:00,70-79,3
2587,2021-11-08T00:00:00,80+,10
2588,2021-11-09T00:00:00,40-49,1
2589,2021-11-09T00:00:00,50-59,2
2590,2021-11-09T00:00:00,60-69,5
2591,2021-11-09T00:00:00,70-79,3
2592,2021-11-09T00:00:00,80+,12
2593,2021-11-10T00:00:00,30-39,3
2594,2021-11-10T00:00:00,40-49,1
2595,2021-11-10T00:00:00,50-59,2
2596,2021-11-10T00:00:00,60-69,2
2597,2021-11-10T00:00:00,70-79,8
2598,2021-11-10T00:00:00,80+,10
2599,2021-11-11T00:00:00,0-19,1
2600,2021-11-11T00:00:00,30-39,1
2601,2021-11-11T00:00:00,50-59,3
2602,2021-11-11T00:00:00,60-69,5
2603,2021-11-11T00:00:00,70-79,10
2604,2021-11-11T00:00:00,80+,13
2605,2021-11-12T00:00:00,20-29,1
2606,2021-11-12T00:00:00,30-39,1
2607,2021-11-12T00:00:00,40-49,2
2608,2021-11-12T00:00:00,50-59,4
2609,2021-11-12T00:00:00,60-69,6
2610,2021-11-12T00:00:00,70-79,7
