_id,date,agegrp,covid_deaths
1329,2021-01-27T00:00:00,70-79,18
1330,2021-01-27T00:00:00,80+,28
1331,2021-01-28T00:00:00,60-69,11
1332,2021-01-28T00:00:00,70-79,17
1333,2021-01-28T00:00:00,80+,30
1334,2021-01-29T00:00:00,30-39,2
1335,2021-01-29T00:00:00,40-49,1
1336,2021-01-29T00:00:00,50-59,4
1337,2021-01-29T00:00:00,60-69,7
1338,2021-01-29T00:00:00,70-79,13
1339,2021-01-29T00:00:00,80+,27
1340,2021-01-30T00:00:00,20-29,1
1341,2021-01-30T00:00:00,50-59,5
1342,2021-01-30T00:00:00,60-69,6
1343,2021-01-30T00:00:00,70-79,22
1344,2021-01-30T00:00:00,80+,18
1345,2021-01-31T00:00:00,40-49,3
1346,2021-01-31T00:00:00,50-59,2
1347,2021-01-31T00:00:00,60-69,11
1348,2021-01-31T00:00:00,70-79,15
1349,2021-01-31T00:00:00,80+,15
1350,2021-02-01T00:00:00,20-29,1
1351,2021-02-01T00:00:00,40-49,2
1352,2021-02-01T00:00:00,50-59,3
1353,2021-02-01T00:00:00,60-69,8
1354,2021-02-01T00:00:00,70-79,16
1355,2021-02-01T00:00:00,80+,19
1356,2021-02-02T00:00:00,30-39,1
1357,2021-02-02T00:00:00,40-49,3
1358,2021-02-02T00:00:00,50-59,3
1359,2021-02-02T00:00:00,60-69,7
1360,2021-02-02T00:00:00,70-79,16
1361,2021-02-02T00:00:00,80+,24
1362,2021-02-03T00:00:00,50-59,3
1363,2021-02-03T00:00:00,60-69,11
1364,2021-02-03T00:00:00,70-79,12
1365,2021-02-03T00:00:00,80+,27
1366,2021-02-04T00:00:00,20-29,1
1367,2021-02-04T00:00:00,50-59,4
1368,2021-02-04T00:00:00,60-69,5
1369,2021-02-04T00:00:00,70-79,7
1370,2021-02-04T00:00:00,80+,26
1371,2021-02-05T00:00:00,60-69,1
1372,2021-02-05T00:00:00,70-79,9
1373,2021-02-05T00:00:00,80+,22
1374,2021-02-06T00:00:00,40-49,1
1375,2021-02-06T00:00:00,50-59,1
1376,2021-02-06T00:00:00,60-69,7
1377,2021-02-06T00:00:00,70-79,8
1378,2021-02-06T00:00:00,80+,12
1379,2021-02-07T00:00:00,50-59,2
1380,2021-02-07T00:00:00,60-69,5
1381,2021-02-07T00:00:00,70-79,8
1382,2021-02-07T00:00:00,80+,15
1383,2021-02-08T00:00:00,60-69,6
1384,2021-02-08T00:00:00,70-79,5
1385,2021-02-08T00:00:00,80+,15
1386,2021-02-09T00:00:00,40-49,1
1387,2021-02-09T00:00:00,50-59,5
1388,2021-02-09T00:00:00,60-69,5
1389,2021-02-09T00:00:00,70-79,5
1390,2021-02-09T00:00:00,80+,20
1391,2021-02-10T00:00:00,40-49,1
1392,2021-02-10T00:00:00,50-59,2
1393,2021-02-10T00:00:00,60-69,4
1394,2021-02-10T00:00:00,70-79,15
1395,2021-02-10T00:00:00,80+,9
1396,2021-02-11T00:00:00,50-59,2
1397,2021-02-11T00:00:00,60-69,5
1398,2021-02-11T00:00:00,70-79,5
1399,2021-02-11T00:00:00,80+,9
1400,2021-02-12T00:00:00,60-69,5
1401,2021-02-12T00:00:00,70-79,5
1402,2021-02-12T00:00:00,80+,19
1403,2021-02-13T00:00:00,20-29,1
1404,2021-02-13T00:00:00,40-49,1
1405,2021-02-13T00:00:00,50-59,2
1406,2021-02-13T00:00:00,60-69,3
1407,2021-02-13T00:00:00,70-79,6
1408,2021-02-13T00:00:00,80+,8
1409,2021-02-14T00:00:00,40-49,2
1410,2021-02-14T00:00:00,50-59,1
1411,2021-02-14T00:00:00,60-69,5
1412,2021-02-14T00:00:00,70-79,4
1413,2021-02-14T00:00:00,80+,10
1414,2021-02-15T00:00:00,40-49,1
1415,2021-02-15T00:00:00,50-59,2
1416,2021-02-15T00:00:00,60-69,6
1417,2021-02-15T00:00:00,70-79,6
1418,2021-02-15T00:00:00,80+,16
1419,2021-02-16T00:00:00,50-59,3
1420,2021-02-16T00:00:00,60-69,6
1421,2021-02-16T00:00:00,70-79,6
1422,2021-02-16T00:00:00,80+,10
1423,2021-02-17T00:00:00,40-49,2
1424,2021-02-17T00:00:00,50-59,2
1425,2021-02-17T00:00:00,60-69,5
1426,2021-02-17T00:00:00,70-79,8
1427,2021-02-17T00:00:00,80+,11
1428,2021-02-18T00:00:00,50-59,1
1429,2021-02-18T00:00:00,60-69,2
1430,2021-02-18T00:00:00,70-79,5
1431,2021-02-18T00:00:00,80+,7
1432,2021-02-19T00:00:00,30-39,1
1433,2021-02-19T00:00:00,60-69,2
1434,2021-02-19T00:00:00,70-79,3
1435,2021-02-19T00:00:00,80+,4
1436,2021-02-20T00:00:00,60-69,10
1437,2021-02-20T00:00:00,70-79,8
1438,2021-02-20T00:00:00,80+,13
1439,2021-02-21T00:00:00,60-69,6
1440,2021-02-21T00:00:00,70-79,7
1441,2021-02-21T00:00:00,80+,8
1442,2021-02-22T00:00:00,50-59,3
1443,2021-02-22T00:00:00,60-69,1
1444,2021-02-22T00:00:00,70-79,9
1445,2021-02-22T00:00:00,80+,9
1446,2021-02-23T00:00:00,60-69,5
1447,2021-02-23T00:00:00,70-79,4
1448,2021-02-23T00:00:00,80+,8
1449,2021-02-24T00:00:00,50-59,1
1450,2021-02-24T00:00:00,60-69,3
1451,2021-02-24T00:00:00,70-79,9
1452,2021-02-24T00:00:00,80+,6
1453,2021-02-25T00:00:00,50-59,1
1454,2021-02-25T00:00:00,60-69,3
1455,2021-02-25T00:00:00,70-79,6
1456,2021-02-25T00:00:00,80+,7
1457,2021-02-26T00:00:00,40-49,1
1458,2021-02-26T00:00:00,50-59,1
1459,2021-02-26T00:00:00,60-69,5
1460,2021-02-26T00:00:00,70-79,3
1461,2021-02-26T00:00:00,80+,5
1462,2021-02-27T00:00:00,50-59,1
1463,2021-02-27T00:00:00,60-69,2
1464,2021-02-27T00:00:00,70-79,5
1465,2021-02-27T00:00:00,80+,4
1466,2021-02-28T00:00:00,40-49,1
1467,2021-02-28T00:00:00,60-69,2
1468,2021-02-28T00:00:00,70-79,6
1469,2021-02-28T00:00:00,80+,7
1470,2021-03-01T00:00:00,60-69,5
1471,2021-03-01T00:00:00,70-79,5
1472,2021-03-01T00:00:00,80+,4
1473,2021-03-02T00:00:00,40-49,1
1474,2021-03-02T00:00:00,50-59,2
1475,2021-03-02T00:00:00,60-69,4
1476,2021-03-02T00:00:00,70-79,10
1477,2021-03-02T00:00:00,80+,9
1478,2021-03-03T00:00:00,50-59,1
1479,2021-03-03T00:00:00,60-69,3
1480,2021-03-03T00:00:00,70-79,4
1481,2021-03-03T00:00:00,80+,3
1482,2021-03-04T00:00:00,40-49,2
1483,2021-03-04T00:00:00,50-59,3
1484,2021-03-04T00:00:00,60-69,3
1485,2021-03-04T00:00:00,70-79,3
1486,2021-03-04T00:00:00,80+,2
1487,2021-03-05T00:00:00,50-59,1
1488,2021-03-05T00:00:00,60-69,5
1489,2021-03-05T00:00:00,70-79,5
1490,2021-03-05T00:00:00,80+,6
1491,2021-03-06T00:00:00,20-29,1
1492,2021-03-06T00:00:00,50-59,2
1493,2021-03-06T00:00:00,60-69,4
1494,2021-03-06T00:00:00,70-79,3
1495,2021-03-06T00:00:00,80+,3
1496,2021-03-07T00:00:00,60-69,3
1497,2021-03-07T00:00:00,70-79,4
1498,2021-03-07T00:00:00,80+,6
1499,2021-03-08T00:00:00,40-49,1
1500,2021-03-08T00:00:00,50-59,2
1501,2021-03-08T00:00:00,60-69,2
1502,2021-03-08T00:00:00,70-79,3
1503,2021-03-08T00:00:00,80+,6
1504,2021-03-09T00:00:00,50-59,1
1505,2021-03-09T00:00:00,60-69,4
1506,2021-03-09T00:00:00,70-79,4
1507,2021-03-09T00:00:00,80+,3
1508,2021-03-10T00:00:00,40-49,1
1509,2021-03-10T00:00:00,50-59,1
1510,2021-03-10T00:00:00,70-79,6
1511,2021-03-10T00:00:00,80+,8
1512,2021-03-11T00:00:00,50-59,1
1513,2021-03-11T00:00:00,60-69,2
1514,2021-03-11T00:00:00,70-79,3
1515,2021-03-11T00:00:00,80+,4
1516,2021-03-12T00:00:00,50-59,5
1517,2021-03-12T00:00:00,60-69,3
1518,2021-03-12T00:00:00,70-79,1
1519,2021-03-12T00:00:00,80+,6
1520,2021-03-13T00:00:00,50-59,1
1521,2021-03-13T00:00:00,60-69,2
1522,2021-03-13T00:00:00,70-79,2
1523,2021-03-13T00:00:00,80+,2
1524,2021-03-14T00:00:00,60-69,2
1525,2021-03-14T00:00:00,70-79,1
1526,2021-03-14T00:00:00,80+,4
1527,2021-03-15T00:00:00,60-69,2
1528,2021-03-15T00:00:00,70-79,2
1529,2021-03-15T00:00:00,80+,4
1530,2021-03-16T00:00:00,30-39,1
1531,2021-03-16T00:00:00,60-69,3
1532,2021-03-16T00:00:00,70-79,3
1533,2021-03-16T00:00:00,80+,3
1534,2021-03-17T00:00:00,60-69,3
1535,2021-03-17T00:00:00,70-79,1
1536,2021-03-17T00:00:00,80+,4
1537,2021-03-18T00:00:00,40-49,1
1538,2021-03-18T00:00:00,60-69,5
1539,2021-03-18T00:00:00,70-79,6
1540,2021-03-18T00:00:00,80+,8
1541,2021-03-19T00:00:00,40-49,1
1542,2021-03-19T00:00:00,50-59,1
1543,2021-03-19T00:00:00,60-69,6
1544,2021-03-19T00:00:00,70-79,1
1545,2021-03-20T00:00:00,60-69,1
1546,2021-03-20T00:00:00,80+,1
1547,2021-03-21T00:00:00,60-69,3
1548,2021-03-21T00:00:00,70-79,3
1549,2021-03-21T00:00:00,80+,4
1550,2021-03-22T00:00:00,50-59,1
1551,2021-03-22T00:00:00,60-69,2
1552,2021-03-22T00:00:00,70-79,2
1553,2021-03-22T00:00:00,80+,2
1554,2021-03-23T00:00:00,40-49,1
1555,2021-03-23T00:00:00,60-69,1
1556,2021-03-23T00:00:00,70-79,2
1557,2021-03-23T00:00:00,80+,2
1558,2021-03-24T00:00:00,50-59,1
1559,2021-03-24T00:00:00,60-69,1
1560,2021-03-24T00:00:00,70-79,3
1561,2021-03-24T00:00:00,80+,2
1562,2021-03-25T00:00:00,60-69,1
1563,2021-03-25T00:00:00,70-79,6
1564,2021-03-25T00:00:00,80+,2
1565,2021-03-26T00:00:00,50-59,1
1566,2021-03-26T00:00:00,60-69,3
1567,2021-03-26T00:00:00,70-79,1
1568,2021-03-26T00:00:00,80+,3
1569,2021-03-27T00:00:00,0-19,1
1570,2021-03-27T00:00:00,60-69,1
1571,2021-03-27T00:00:00,70-79,1
1572,2021-03-27T00:00:00,80+,5
1573,2021-03-28T00:00:00,40-49,1
1574,2021-03-28T00:00:00,50-59,1
1575,2021-03-28T00:00:00,60-69,1
1576,2021-03-28T00:00:00,70-79,4
1577,2021-03-28T00:00:00,80+,1
1578,2021-03-29T00:00:00,50-59,1
1579,2021-03-29T00:00:00,60-69,1
1580,2021-03-29T00:00:00,70-79,2
1581,2021-03-29T00:00:00,80+,1
1582,2021-03-30T00:00:00,40-49,1
1583,2021-03-30T00:00:00,60-69,5
1584,2021-03-30T00:00:00,70-79,1
1585,2021-03-30T00:00:00,80+,3
1586,2021-03-31T00:00:00,40-49,1
1587,2021-03-31T00:00:00,50-59,4
1588,2021-03-31T00:00:00,60-69,1
1589,2021-03-31T00:00:00,70-79,2
1590,2021-03-31T00:00:00,80+,2
1591,2021-04-01T00:00:00,50-59,2
1592,2021-04-01T00:00:00,60-69,2
1593,2021-04-01T00:00:00,70-79,1
1594,2021-04-01T00:00:00,80+,4
1595,2021-04-02T00:00:00,40-49,1
1596,2021-04-02T00:00:00,60-69,1
1597,2021-04-02T00:00:00,70-79,3
1598,2021-04-02T00:00:00,80+,1
1599,2021-04-03T00:00:00,40-49,1
1600,2021-04-03T00:00:00,60-69,1
1601,2021-04-03T00:00:00,70-79,4
1602,2021-04-03T00:00:00,80+,1
1603,2021-04-04T00:00:00,30-39,1
1604,2021-04-04T00:00:00,70-79,2
1605,2021-04-04T00:00:00,80+,3
1606,2021-04-05T00:00:00,40-49,1
1607,2021-04-05T00:00:00,70-79,1
1608,2021-04-05T00:00:00,80+,2
1609,2021-04-06T00:00:00,50-59,2
1610,2021-04-06T00:00:00,60-69,2
1611,2021-04-06T00:00:00,70-79,1
1612,2021-04-07T00:00:00,60-69,3
1613,2021-04-07T00:00:00,70-79,2
1614,2021-04-07T00:00:00,80+,4
1615,2021-04-08T00:00:00,50-59,1
1616,2021-04-08T00:00:00,70-79,4
1617,2021-04-08T00:00:00,80+,2
1618,2021-04-09T00:00:00,50-59,2
1619,2021-04-09T00:00:00,60-69,4
1620,2021-04-09T00:00:00,70-79,2
1621,2021-04-09T00:00:00,80+,1
1622,2021-04-10T00:00:00,60-69,1
1623,2021-04-10T00:00:00,70-79,3
1624,2021-04-10T00:00:00,80+,4
1625,2021-04-11T00:00:00,40-49,1
1626,2021-04-11T00:00:00,50-59,2
1627,2021-04-11T00:00:00,60-69,2
1628,2021-04-11T00:00:00,70-79,2
1629,2021-04-11T00:00:00,80+,4
1630,2021-04-12T00:00:00,40-49,1
1631,2021-04-12T00:00:00,50-59,2
1632,2021-04-12T00:00:00,60-69,4
1633,2021-04-12T00:00:00,70-79,2
1634,2021-04-12T00:00:00,80+,2
1635,2021-04-13T00:00:00,40-49,1
1636,2021-04-13T00:00:00,50-59,1
1637,2021-04-13T00:00:00,60-69,7
1638,2021-04-13T00:00:00,70-79,1
1639,2021-04-13T00:00:00,80+,6
1640,2021-04-14T00:00:00,50-59,1
1641,2021-04-14T00:00:00,60-69,1
1642,2021-04-14T00:00:00,70-79,1
1643,2021-04-14T00:00:00,80+,1
1644,2021-04-15T00:00:00,50-59,1
1645,2021-04-15T00:00:00,60-69,1
1646,2021-04-15T00:00:00,70-79,1
1647,2021-04-15T00:00:00,80+,3
1648,2021-04-16T00:00:00,30-39,2
1649,2021-04-16T00:00:00,40-49,1
1650,2021-04-16T00:00:00,60-69,2
1651,2021-04-16T00:00:00,70-79,4
1652,2021-04-16T00:00:00,80+,3
1653,2021-04-17T00:00:00,40-49,1
1654,2021-04-17T00:00:00,60-69,2
1655,2021-04-17T00:00:00,70-79,2
1656,2021-04-17T00:00:00,80+,2
1657,2021-04-18T00:00:00,60-69,1
1658,2021-04-18T00:00:00,70-79,2
1659,2021-04-18T00:00:00,80+,3
1660,2021-04-19T00:00:00,40-49,1
1661,2021-04-19T00:00:00,50-59,1
1662,2021-04-19T00:00:00,60-69,2
1663,2021-04-19T00:00:00,70-79,1
1664,2021-04-19T00:00:00,80+,1
1665,2021-04-20T00:00:00,40-49,1
1666,2021-04-20T00:00:00,60-69,4
1667,2021-04-20T00:00:00,80+,2
1668,2021-04-21T00:00:00,60-69,2
1669,2021-04-21T00:00:00,80+,6
1670,2021-04-22T00:00:00,50-59,1
1671,2021-04-22T00:00:00,70-79,2
1672,2021-04-22T00:00:00,80+,1
1673,2021-04-23T00:00:00,60-69,2
1674,2021-04-23T00:00:00,70-79,2
1675,2021-04-23T00:00:00,80+,2
1676,2021-04-24T00:00:00,30-39,1
1677,2021-04-24T00:00:00,50-59,3
1678,2021-04-24T00:00:00,60-69,1
1679,2021-04-24T00:00:00,70-79,2
1680,2021-04-24T00:00:00,80+,2
1681,2021-04-25T00:00:00,40-49,1
1682,2021-04-25T00:00:00,50-59,2
1683,2021-04-25T00:00:00,60-69,2
1684,2021-04-25T00:00:00,70-79,1
1685,2021-04-25T00:00:00,80+,5
1686,2021-04-26T00:00:00,60-69,3
1687,2021-04-26T00:00:00,70-79,2
1688,2021-04-26T00:00:00,80+,3
1689,2021-04-27T00:00:00,60-69,2
1690,2021-04-27T00:00:00,70-79,4
1691,2021-04-27T00:00:00,80+,4
1692,2021-04-28T00:00:00,40-49,1
1693,2021-04-28T00:00:00,50-59,1
1694,2021-04-28T00:00:00,60-69,1
1695,2021-04-28T00:00:00,70-79,4
1696,2021-04-28T00:00:00,80+,2
1697,2021-04-29T00:00:00,30-39,1
1698,2021-04-29T00:00:00,40-49,1
1699,2021-04-29T00:00:00,50-59,2
1700,2021-04-29T00:00:00,60-69,2
1701,2021-04-29T00:00:00,70-79,1
1702,2021-04-29T00:00:00,80+,1
1703,2021-04-30T00:00:00,60-69,2
1704,2021-04-30T00:00:00,70-79,4
1705,2021-04-30T00:00:00,80+,4
1706,2021-05-01T00:00:00,50-59,2
1707,2021-05-01T00:00:00,70-79,3
1708,2021-05-01T00:00:00,80+,2
1709,2021-05-02T00:00:00,50-59,1
1710,2021-05-02T00:00:00,60-69,2
1711,2021-05-02T00:00:00,70-79,3
1712,2021-05-02T00:00:00,80+,4
1713,2021-05-03T00:00:00,60-69,2
1714,2021-05-03T00:00:00,70-79,3
1715,2021-05-03T00:00:00,80+,2
1716,2021-05-04T00:00:00,40-49,1
1717,2021-05-04T00:00:00,50-59,1
1718,2021-05-04T00:00:00,60-69,1
1719,2021-05-04T00:00:00,70-79,3
1720,2021-05-04T00:00:00,80+,1
1721,2021-05-05T00:00:00,50-59,4
1722,2021-05-05T00:00:00,60-69,1
1723,2021-05-05T00:00:00,70-79,2
1724,2021-05-05T00:00:00,80+,4
1725,2021-05-06T00:00:00,40-49,1
1726,2021-05-06T00:00:00,50-59,5
1727,2021-05-06T00:00:00,60-69,2
1728,2021-05-06T00:00:00,70-79,1
1729,2021-05-06T00:00:00,80+,1
1730,2021-05-07T00:00:00,20-29,1
1731,2021-05-07T00:00:00,30-39,1
1732,2021-05-07T00:00:00,40-49,2
1733,2021-05-07T00:00:00,50-59,2
1734,2021-05-07T00:00:00,60-69,1
1735,2021-05-07T00:00:00,80+,3
1736,2021-05-08T00:00:00,30-39,1
1737,2021-05-08T00:00:00,40-49,1
1738,2021-05-08T00:00:00,60-69,3
1739,2021-05-08T00:00:00,70-79,4
1740,2021-05-09T00:00:00,50-59,1
1741,2021-05-09T00:00:00,60-69,4
1742,2021-05-09T00:00:00,70-79,4
1743,2021-05-09T00:00:00,80+,5
1744,2021-05-10T00:00:00,30-39,1
1745,2021-05-10T00:00:00,50-59,1
1746,2021-05-10T00:00:00,70-79,2
1747,2021-05-10T00:00:00,80+,1
1748,2021-05-11T00:00:00,40-49,1
1749,2021-05-11T00:00:00,60-69,4
1750,2021-05-11T00:00:00,70-79,2
1751,2021-05-11T00:00:00,80+,3
1752,2021-05-12T00:00:00,40-49,2
1753,2021-05-12T00:00:00,50-59,1
1754,2021-05-12T00:00:00,60-69,2
1755,2021-05-12T00:00:00,70-79,1
1756,2021-05-12T00:00:00,80+,2
1757,2021-05-13T00:00:00,50-59,2
1758,2021-05-13T00:00:00,60-69,3
1759,2021-05-13T00:00:00,70-79,3
1760,2021-05-13T00:00:00,80+,4
1761,2021-05-14T00:00:00,20-29,1
1762,2021-05-14T00:00:00,40-49,1
1763,2021-05-14T00:00:00,50-59,1
1764,2021-05-14T00:00:00,60-69,3
1765,2021-05-14T00:00:00,70-79,2
1766,2021-05-15T00:00:00,60-69,4
1767,2021-05-15T00:00:00,70-79,5
1768,2021-05-15T00:00:00,80+,2
1769,2021-05-16T00:00:00,50-59,2
1770,2021-05-16T00:00:00,60-69,5
1771,2021-05-16T00:00:00,70-79,3
1772,2021-05-16T00:00:00,80+,3
1773,2021-05-17T00:00:00,60-69,3
1774,2021-05-17T00:00:00,70-79,2
1775,2021-05-17T00:00:00,80+,3
1776,2021-05-18T00:00:00,70-79,3
1777,2021-05-18T00:00:00,80+,2
1778,2021-05-19T00:00:00,30-39,1
1779,2021-05-19T00:00:00,50-59,2
1780,2021-05-19T00:00:00,60-69,5
1781,2021-05-19T00:00:00,70-79,4
1782,2021-05-19T00:00:00,80+,4
1783,2021-05-20T00:00:00,30-39,1
1784,2021-05-20T00:00:00,60-69,4
1785,2021-05-20T00:00:00,70-79,4
1786,2021-05-21T00:00:00,50-59,4
1787,2021-05-21T00:00:00,60-69,3
1788,2021-05-21T00:00:00,80+,2
1789,2021-05-22T00:00:00,30-39,1
1790,2021-05-22T00:00:00,50-59,2
1791,2021-05-22T00:00:00,70-79,2
1792,2021-05-22T00:00:00,80+,8
1793,2021-05-23T00:00:00,60-69,1
1794,2021-05-23T00:00:00,80+,1
1795,2021-05-24T00:00:00,60-69,1
1796,2021-05-24T00:00:00,70-79,3
1797,2021-05-24T00:00:00,80+,5
1798,2021-05-25T00:00:00,30-39,1
1799,2021-05-25T00:00:00,40-49,1
1800,2021-05-25T00:00:00,50-59,2
1801,2021-05-25T00:00:00,60-69,4
1802,2021-05-25T00:00:00,70-79,3
1803,2021-05-26T00:00:00,40-49,1
1804,2021-05-26T00:00:00,50-59,1
1805,2021-05-26T00:00:00,60-69,3
1806,2021-05-26T00:00:00,70-79,4
1807,2021-05-26T00:00:00,80+,3
1808,2021-05-27T00:00:00,50-59,4
1809,2021-05-27T00:00:00,60-69,2
1810,2021-05-27T00:00:00,70-79,1
1811,2021-05-27T00:00:00,80+,2
1812,2021-05-28T00:00:00,40-49,1
1813,2021-05-28T00:00:00,50-59,4
1814,2021-05-28T00:00:00,60-69,1
1815,2021-05-28T00:00:00,70-79,3
1816,2021-05-28T00:00:00,80+,2
1817,2021-05-29T00:00:00,30-39,1
1818,2021-05-29T00:00:00,40-49,2
1819,2021-05-29T00:00:00,50-59,1
1820,2021-05-29T00:00:00,60-69,4
1821,2021-05-29T00:00:00,70-79,1
1822,2021-05-29T00:00:00,80+,6
1823,2021-05-30T00:00:00,50-59,2
1824,2021-05-30T00:00:00,70-79,4
1825,2021-05-30T00:00:00,80+,2
1826,2021-05-31T00:00:00,50-59,2
1827,2021-05-31T00:00:00,60-69,4
1828,2021-05-31T00:00:00,70-79,5
1829,2021-05-31T00:00:00,80+,5
1830,2021-06-01T00:00:00,50-59,2
1831,2021-06-01T00:00:00,60-69,1
1832,2021-06-01T00:00:00,70-79,3
1833,2021-06-01T00:00:00,80+,2
1834,2021-06-02T00:00:00,50-59,1
1835,2021-06-02T00:00:00,70-79,1
1836,2021-06-02T00:00:00,80+,4
1837,2021-06-03T00:00:00,30-39,1
1838,2021-06-03T00:00:00,50-59,2
1839,2021-06-03T00:00:00,60-69,5
1840,2021-06-03T00:00:00,70-79,1
1841,2021-06-03T00:00:00,80+,1
1842,2021-06-04T00:00:00,40-49,1
1843,2021-06-04T00:00:00,50-59,1
1844,2021-06-04T00:00:00,60-69,2
1845,2021-06-04T00:00:00,70-79,5
1846,2021-06-04T00:00:00,80+,2
1847,2021-06-05T00:00:00,30-39,1
1848,2021-06-05T00:00:00,50-59,1
1849,2021-06-05T00:00:00,60-69,2
1850,2021-06-05T00:00:00,70-79,2
1851,2021-06-05T00:00:00,80+,1
1852,2021-06-06T00:00:00,60-69,3
1853,2021-06-06T00:00:00,70-79,2
1854,2021-06-06T00:00:00,80+,3
1855,2021-06-07T00:00:00,40-49,1
1856,2021-06-07T00:00:00,50-59,2
1857,2021-06-07T00:00:00,60-69,2
1858,2021-06-07T00:00:00,80+,1
1859,2021-06-08T00:00:00,40-49,1
1860,2021-06-08T00:00:00,50-59,2
1861,2021-06-08T00:00:00,60-69,2
1862,2021-06-08T00:00:00,70-79,4
1863,2021-06-08T00:00:00,80+,1
1864,2021-06-09T00:00:00,60-69,2
1865,2021-06-09T00:00:00,70-79,2
1866,2021-06-09T00:00:00,80+,2
1867,2021-06-10T00:00:00,40-49,1
1868,2021-06-10T00:00:00,50-59,1
1869,2021-06-10T00:00:00,70-79,1
1870,2021-06-10T00:00:00,80+,6
1871,2021-06-11T00:00:00,50-59,1
1872,2021-06-11T00:00:00,60-69,3
1873,2021-06-11T00:00:00,70-79,1
1874,2021-06-11T00:00:00,80+,2
1875,2021-06-12T00:00:00,60-69,1
1876,2021-06-12T00:00:00,70-79,1
1877,2021-06-12T00:00:00,80+,5
1878,2021-06-13T00:00:00,50-59,3
1879,2021-06-13T00:00:00,60-69,1
1880,2021-06-13T00:00:00,70-79,2
1881,2021-06-13T00:00:00,80+,2
1882,2021-06-14T00:00:00,60-69,1
1883,2021-06-14T00:00:00,70-79,1
1884,2021-06-15T00:00:00,50-59,3
1885,2021-06-15T00:00:00,60-69,3
1886,2021-06-15T00:00:00,70-79,2
1887,2021-06-16T00:00:00,50-59,2
1888,2021-06-17T00:00:00,40-49,1
1889,2021-06-17T00:00:00,50-59,3
1890,2021-06-17T00:00:00,70-79,5
1891,2021-06-17T00:00:00,80+,1
1892,2021-06-18T00:00:00,50-59,1
1893,2021-06-18T00:00:00,60-69,2
1894,2021-06-18T00:00:00,70-79,3
1895,2021-06-19T00:00:00,50-59,1
1896,2021-06-19T00:00:00,80+,3
1897,2021-06-20T00:00:00,40-49,1
1898,2021-06-20T00:00:00,50-59,1
1899,2021-06-20T00:00:00,60-69,1
1900,2021-06-20T00:00:00,70-79,1
1901,2021-06-20T00:00:00,80+,4
1902,2021-06-21T00:00:00,40-49,1
1903,2021-06-21T00:00:00,50-59,1
1904,2021-06-21T00:00:00,70-79,1
1905,2021-06-21T00:00:00,80+,1
1906,2021-06-22T00:00:00,30-39,2
1907,2021-06-22T00:00:00,60-69,1
1908,2021-06-22T00:00:00,70-79,2
1909,2021-06-23T00:00:00,60-69,1
1910,2021-06-23T00:00:00,70-79,5
1911,2021-06-23T00:00:00,80+,1
1912,2021-06-24T00:00:00,40-49,2
1913,2021-06-24T00:00:00,60-69,1
1914,2021-06-24T00:00:00,70-79,1
1915,2021-06-24T00:00:00,80+,1
1916,2021-06-25T00:00:00,50-59,1
1917,2021-06-25T00:00:00,60-69,1
1918,2021-06-25T00:00:00,70-79,3
1919,2021-06-26T00:00:00,60-69,5
1920,2021-06-26T00:00:00,80+,3
1921,2021-06-27T00:00:00,50-59,1
1922,2021-06-27T00:00:00,70-79,1
1923,2021-06-28T00:00:00,80+,1
1924,2021-06-29T00:00:00,60-69,2
1925,2021-06-29T00:00:00,80+,2
1926,2021-06-30T00:00:00,30-39,1
1927,2021-06-30T00:00:00,50-59,1
1928,2021-06-30T00:00:00,60-69,2
1929,2021-06-30T00:00:00,70-79,2
1930,2021-06-30T00:00:00,80+,2
1931,2021-07-01T00:00:00,20-29,1
1932,2021-07-01T00:00:00,50-59,2
1933,2021-07-01T00:00:00,60-69,1
1934,2021-07-01T00:00:00,70-79,3
1935,2021-07-01T00:00:00,80+,2
1936,2021-07-02T00:00:00,30-39,1
1937,2021-07-02T00:00:00,40-49,1
1938,2021-07-02T00:00:00,50-59,1
1939,2021-07-02T00:00:00,60-69,2
1940,2021-07-03T00:00:00,60-69,1
1941,2021-07-03T00:00:00,80+,2
1942,2021-07-04T00:00:00,70-79,1
1943,2021-07-04T00:00:00,80+,2
1944,2021-07-05T00:00:00,50-59,1
1945,2021-07-05T00:00:00,60-69,2
1946,2021-07-05T00:00:00,70-79,1
1947,2021-07-05T00:00:00,80+,1
1948,2021-07-06T00:00:00,50-59,1
1949,2021-07-06T00:00:00,60-69,1
1950,2021-07-06T00:00:00,70-79,1
1951,2021-07-06T00:00:00,80+,1
1952,2021-07-07T00:00:00,40-49,1
1953,2021-07-07T00:00:00,50-59,1
1954,2021-07-07T00:00:00,60-69,1
1955,2021-07-07T00:00:00,70-79,2
1956,2021-07-07T00:00:00,80+,1
1957,2021-07-08T00:00:00,60-69,1
1958,2021-07-08T00:00:00,80+,1
1959,2021-07-09T00:00:00,50-59,2
1960,2021-07-09T00:00:00,60-69,1
1961,2021-07-09T00:00:00,80+,1
1962,2021-07-10T00:00:00,50-59,2
1963,2021-07-10T00:00:00,60-69,2
1964,2021-07-10T00:00:00,80+,4
1965,2021-07-11T00:00:00,50-59,2
1966,2021-07-11T00:00:00,60-69,1
1967,2021-07-12T00:00:00,50-59,1
1968,2021-07-12T00:00:00,70-79,2
1969,2021-07-12T00:00:00,80+,3
1970,2021-07-13T00:00:00,50-59,1
