Year,Sex,Age Group,COVID-19 Deaths,Pneumonia Deaths,Influenza Deaths
2021.0,All Sexes,50-64 years,35.0,30.0,0.0
2021.0,All Sexes,55-64 years,26.0,23.0,0.0
2021.0,All Sexes,65-74 years,30.0,33.0,0.0
2021.0,All Sexes,75-84 years,32.0,36.0,0.0
2021.0,Male,15-24 years,0.0,0.0,0.0
2021.0,Male,50-64 years,24.0,18.0,0.0
2021.0,Male,55-64 years,17.0,13.0,0.0
2021.0,Male,65-74 years,19.0,20.0,0.0
2021.0,Male,75-84 years,20.0,21.0,0.0
2021.0,Female,1-4 years,0.0,0.0,0.0
2021.0,Female,5-14 years,0.0,0.0,0.0
2021.0,Female,75-84 years,12.0,15.0,0.0
2021.0,All Sexes,5-14 years,0.0,0.0,0.0
2021.0,All Sexes,15-24 years,0.0,0.0,0.0
2021.0,All Sexes,25-34 years,0.0,0.0,0.0
2021.0,All Sexes,50-64 years,14.0,15.0,0.0
2021.0,All Sexes,65-74 years,22.0,20.0,0.0
2021.0,All Sexes,75-84 years,29.0,29.0,0.0
2021.0,All Sexes,85 years and over,20.0,18.0,0.0
2021.0,Male,5-14 years,0.0,0.0,0.0
2021.0,Male,75-84 years,15.0,15.0,0.0
2021.0,Female,5-14 years,0.0,0.0,0.0
2021.0,All Sexes,50-64 years,39.0,35.0,0.0
2021.0,All Sexes,55-64 years,30.0,26.0,0.0
2021.0,All Sexes,65-74 years,50.0,42.0,0.0
2021.0,All Sexes,75-84 years,34.0,38.0,0.0
2021.0,All Sexes,85 years and over,35.0,37.0,0.0
2021.0,Male,1-4 years,0.0,0.0,0.0
2021.0,Male,5-14 years,0.0,0.0,0.0
2021.0,Male,50-64 years,32.0,26.0,0.0
2021.0,Male,55-64 years,25.0,20.0,0.0
2021.0,Male,65-74 years,25.0,22.0,0.0
2021.0,Male,75-84 years,20.0,22.0,0.0
2021.0,Female,65-74 years,25.0,20.0,0.0
2021.0,Female,85 years and over,22.0,21.0,0.0
2022.0,All Sexes,35-44 years,15.0,11.0,0.0
2022.0,All Sexes,50-64 years,53.0,37.0,0.0
2022.0,All Sexes,55-64 years,45.0,31.0,0.0
2022.0,All Sexes,65-74 years,90.0,62.0,0.0
2022.0,All Sexes,75-84 years,100.0,80.0,0.0
2022.0,Male,1-4 years,0.0,0.0,0.0
2022.0,Male,50-64 years,28.0,18.0,0.0
2022.0,Male,55-64 years,23.0,12.0,0.0
2022.0,Male,65-74 years,56.0,34.0,0.0
2022.0,Male,75-84 years,67.0,47.0,0.0
2022.0,Male,85 years and over,41.0,28.0,0.0
2022.0,Female,50-64 years,25.0,19.0,0.0
2022.0,Female,55-64 years,22.0,19.0,0.0
2022.0,Female,65-74 years,34.0,28.0,0.0
2022.0,Female,75-84 years,33.0,33.0,0.0
2022.0,All Sexes,15-24 years,0.0,0.0,0.0
2022.0,All Sexes,50-64 years,25.0,27.0,0.0
2022.0,All Sexes,55-64 years,19.0,20.0,0.0
2022.0,All Sexes,65-74 years,36.0,35.0,0.0
2022.0,All Sexes,75-84 years,47.0,35.0,0.0
2022.0,All Sexes,85 years and over,31.0,29.0,0.0
2022.0,Male,15-24 years,0.0,0.0,0.0
2022.0,Male,50-64 years,14.0,18.0,0.0
2022.0,Male,65-74 years,20.0,18.0,0.0
2022.0,Male,75-84 years,25.0,19.0,0.0
2022.0,Female,65-74 years,16.0,17.0,0.0
2022.0,Female,75-84 years,22.0,16.0,0.0
2022.0,Female,85 years and over,23.0,18.0,0.0
2022.0,All Sexes,15-24 years,0.0,0.0,0.0
2022.0,All Sexes,25-34 years,0.0,0.0,0.0
2022.0,All Sexes,35-44 years,0.0,0.0,0.0
2022.0,Male,1-4 years,0.0,0.0,0.0
2022.0,Male,5-14 years,0.0,0.0,0.0
2022.0,Male,25-34 years,0.0,0.0,0.0
2022.0,Female,35-44 years,0.0,0.0,0.0
2022.0,All Sexes,1-4 years,0.0,0.0,0.0
2022.0,All Sexes,45-54 years,0.0,0.0,0.0
2022.0,Male,1-4 years,0.0,0.0,0.0
2022.0,Male,5-14 years,0.0,0.0,0.0
2022.0,Male,25-34 years,0.0,0.0,0.0
2022.0,Male,45-54 years,0.0,0.0,0.0
2022.0,Female,1-4 years,0.0,0.0,0.0
2022.0,Female,45-54 years,0.0,0.0,0.0
2022.0,All Sexes,1-4 years,0.0,0.0,0.0
2022.0,All Sexes,5-14 years,0.0,0.0,0.0
2022.0,All Sexes,25-34 years,0.0,0.0,0.0
2022.0,All Sexes,45-54 years,0.0,0.0,0.0
2022.0,Male,1-4 years,0.0,0.0,0.0
2022.0,Male,5-14 years,0.0,0.0,0.0
2022.0,Female,1-4 years,0.0,0.0,0.0
2022.0,Female,5-14 years,0.0,0.0,0.0
2022.0,Female,50-64 years,0.0,0.0,0.0
2022.0,Female,55-64 years,0.0,0.0,0.0
2020.0,All Sexes,5-14 years,0.0,0.0,0.0
2020.0,All Sexes,15-24 years,0.0,0.0,0.0
2020.0,All Sexes,25-34 years,0.0,0.0,0.0
2020.0,All Sexes,35-44 years,0.0,0.0,0.0
2020.0,All Sexes,50-64 years,0.0,10.0,0.0
2020.0,All Sexes,65-74 years,0.0,13.0,0.0
2020.0,Male,5-14 years,0.0,0.0,0.0
2020.0,Male,25-34 years,0.0,0.0,0.0
2020.0,Male,35-44 years,0.0,0.0,0.0
2020.0,Male,50-64 years,0.0,10.0,0.0
2020.0,Female,5-14 years,0.0,0.0,0.0
2020.0,Female,50-64 years,0.0,0.0,0.0
2020.0,Female,55-64 years,0.0,0.0,0.0
2020.0,All Sexes,65-74 years,0.0,14.0,0.0
2020.0,All Sexes,75-84 years,0.0,11.0,0.0
2020.0,Male,45-54 years,0.0,0.0,0.0
2020.0,Female,15-24 years,0.0,0.0,0.0
2020.0,Female,35-44 years,0.0,0.0,0.0
2020.0,All Sexes,15-24 years,0.0,0.0,0.0
2020.0,Male,15-24 years,0.0,0.0,0.0
2020.0,All Sexes,45-54 years,22.0,22.0,0.0
2020.0,All Sexes,50-64 years,50.0,63.0,0.0
2020.0,All Sexes,55-64 years,37.0,50.0,0.0
2020.0,All Sexes,75-84 years,61.0,71.0,0.0
2020.0,All Sexes,85 years and over,59.0,66.0,0.0
2020.0,Male,45-54 years,15.0,15.0,0.0
2020.0,Male,50-64 years,33.0,40.0,0.0
2020.0,Male,55-64 years,25.0,32.0,0.0
2020.0,Male,75-84 years,36.0,41.0,0.0
2020.0,Male,85 years and over,26.0,29.0,0.0
2020.0,Female,1-4 years,0.0,0.0,0.0
2020.0,Female,50-64 years,17.0,23.0,0.0
2020.0,Female,55-64 years,12.0,18.0,0.0
2020.0,Female,65-74 years,26.0,29.0,0.0
2020.0,Female,75-84 years,25.0,30.0,0.0
2020.0,Female,85 years and over,33.0,37.0,0.0
2020.0,All Sexes,15-24 years,0.0,0.0,0.0
2020.0,All Sexes,45-54 years,20.0,22.0,0.0
2020.0,All Sexes,50-64 years,57.0,62.0,0.0
2020.0,All Sexes,55-64 years,44.0,48.0,0.0
2020.0,All Sexes,65-74 years,71.0,77.0,0.0
2020.0,All Sexes,75-84 years,59.0,64.0,0.0
2020.0,Male,15-24 years,0.0,0.0,0.0
2020.0,Male,45-54 years,13.0,14.0,0.0
2020.0,Male,50-64 years,36.0,41.0,0.0
2020.0,Male,55-64 years,26.0,30.0,0.0
2020.0,Male,65-74 years,46.0,50.0,0.0
2020.0,Male,75-84 years,38.0,42.0,0.0
2020.0,Female,50-64 years,21.0,21.0,0.0
2020.0,Female,55-64 years,18.0,18.0,0.0
2020.0,Female,65-74 years,25.0,27.0,0.0
2020.0,Female,75-84 years,21.0,22.0,0.0
2020.0,Female,85 years and over,40.0,43.0,0.0
2020.0,All Sexes,15-24 years,0.0,0.0,0.0
2020.0,All Sexes,45-54 years,16.0,21.0,0.0
2020.0,All Sexes,50-64 years,35.0,39.0,0.0
2020.0,All Sexes,55-64 years,25.0,27.0,0.0
2020.0,All Sexes,65-74 years,32.0,35.0,0.0
2020.0,All Sexes,75-84 years,21.0,27.0,0.0
2020.0,All Sexes,85 years and over,13.0,18.0,0.0
2020.0,Male,15-24 years,0.0,0.0,0.0
2020.0,Male,45-54 years,10.0,14.0,0.0
2020.0,Male,50-64 years,19.0,22.0,0.0
2020.0,Male,55-64 years,13.0,14.0,0.0
2020.0,Male,65-74 years,21.0,23.0,0.0
2020.0,Male,75-84 years,11.0,14.0,0.0
2020.0,Female,1-4 years,0.0,0.0,0.0
2020.0,Female,50-64 years,16.0,17.0,0.0
2020.0,Female,55-64 years,12.0,13.0,0.0
2020.0,Female,65-74 years,11.0,12.0,0.0
2020.0,Female,75-84 years,10.0,13.0,0.0
2020.0,All Sexes,50-64 years,17.0,15.0,0.0
2020.0,All Sexes,55-64 years,16.0,15.0,0.0
2020.0,Female,45-54 years,0.0,0.0,0.0
2020.0,All Sexes,1-4 years,0.0,0.0,0.0
2020.0,All Sexes,50-64 years,13.0,17.0,0.0
2020.0,Male,1-4 years,0.0,0.0,0.0
2020.0,Female,1-4 years,0.0,0.0,0.0
2020.0,Female,5-14 years,0.0,0.0,0.0
2020.0,Female,15-24 years,0.0,0.0,0.0
2020.0,Female,45-54 years,0.0,0.0,0.0
2020.0,Male,1-4 years,0.0,0.0,0.0
2020.0,Female,45-54 years,0.0,0.0,0.0
2020.0,All Sexes,25-34 years,0.0,0.0,0.0
2020.0,Male,25-34 years,0.0,0.0,0.0
2020.0,Female,1-4 years,0.0,0.0,0.0
2020.0,All Sexes,5-14 years,0.0,0.0,0.0
2020.0,All Sexes,15-24 years,0.0,0.0,0.0
2020.0,All Sexes,50-64 years,16.0,17.0,0.0
2020.0,All Sexes,55-64 years,14.0,15.0,0.0
2020.0,Male,5-14 years,0.0,0.0,0.0
2020.0,Male,15-24 years,0.0,0.0,0.0
2020.0,Male,50-64 years,10.0,13.0,0.0
2020.0,Female,5-14 years,0.0,0.0,0.0
2020.0,Female,15-24 years,0.0,0.0,0.0
2020.0,Female,65-74 years,12.0,17.0,0.0
2020.0,All Sexes,45-54 years,12.0,14.0,0.0
2020.0,All Sexes,50-64 years,37.0,44.0,0.0
2020.0,All Sexes,55-64 years,28.0,34.0,0.0
2020.0,All Sexes,65-74 years,32.0,38.0,0.0
2020.0,All Sexes,75-84 years,27.0,31.0,0.0
2020.0,All Sexes,85 years and over,29.0,28.0,0.0
2020.0,Male,5-14 years,0.0,0.0,0.0
2020.0,Male,45-54 years,10.0,11.0,0.0
2020.0,Male,50-64 years,26.0,27.0,0.0
2020.0,Male,55-64 years,18.0,19.0,0.0
2020.0,Male,65-74 years,22.0,24.0,0.0
2020.0,Male,75-84 years,20.0,22.0,0.0
2020.0,Female,1-4 years,0.0,0.0,0.0
2020.0,Female,15-24 years,0.0,0.0,0.0
2020.0,Female,50-64 years,11.0,17.0,0.0
2020.0,Female,55-64 years,10.0,15.0,0.0
2020.0,Female,85 years and over,19.0,19.0,0.0
2021.0,All Sexes,15-24 years,0.0,0.0,0.0
2021.0,All Sexes,50-64 years,41.0,32.0,0.0
2021.0,All Sexes,55-64 years,33.0,28.0,0.0
2021.0,All Sexes,65-74 years,47.0,35.0,0.0
2021.0,All Sexes,75-84 years,48.0,40.0,0.0
2021.0,All Sexes,85 years and over,39.0,27.0,0.0
2021.0,Male,15-24 years,0.0,0.0,0.0
2021.0,Male,50-64 years,22.0,22.0,0.0
2021.0,Male,55-64 years,18.0,18.0,0.0
2021.0,Male,65-74 years,24.0,20.0,0.0
2021.0,Male,75-84 years,25.0,24.0,0.0
2021.0,Male,85 years and over,17.0,13.0,0.0
2021.0,Female,65-74 years,23.0,15.0,0.0
2021.0,Female,75-84 years,23.0,16.0,0.0
2021.0,Female,85 years and over,22.0,14.0,0.0
2021.0,All Sexes,50-64 years,29.0,18.0,0.0
2021.0,All Sexes,55-64 years,23.0,16.0,0.0
2021.0,All Sexes,65-74 years,36.0,30.0,0.0
2021.0,All Sexes,75-84 years,28.0,24.0,0.0
2021.0,Male,5-14 years,0.0,0.0,0.0
2021.0,Male,25-34 years,0.0,0.0,0.0
2021.0,Male,50-64 years,21.0,13.0,0.0
2021.0,Male,55-64 years,16.0,12.0,0.0
2021.0,Male,65-74 years,19.0,16.0,0.0
2021.0,Female,65-74 years,17.0,14.0,0.0
2021.0,All Sexes,35-44 years,0.0,0.0,0.0
2021.0,All Sexes,65-74 years,22.0,20.0,0.0
2021.0,Male,5-14 years,0.0,0.0,0.0
2021.0,Male,25-34 years,0.0,0.0,0.0
2021.0,Male,35-44 years,0.0,0.0,0.0
2021.0,Female,35-44 years,0.0,0.0,0.0
2021.0,All Sexes,15-24 years,0.0,0.0,0.0
2021.0,All Sexes,50-64 years,21.0,21.0,0.0
2021.0,All Sexes,55-64 years,17.0,18.0,0.0
2021.0,All Sexes,50-64 years,16.0,23.0,0.0
2021.0,Male,35-44 years,0.0,0.0,0.0
2021.0,Female,1-4 years,0.0,0.0,0.0
2021.0,All Sexes,1-4 years,0.0,0.0,0.0
2021.0,Male,1-4 years,0.0,0.0,0.0
2021.0,Female,1-4 years,0.0,0.0,0.0
2021.0,All Sexes,15-24 years,0.0,0.0,0.0
2021.0,All Sexes,25-34 years,0.0,0.0,0.0
2021.0,Male,15-24 years,0.0,0.0,0.0
2021.0,Male,25-34 years,0.0,0.0,0.0
2021.0,Female,1-4 years,0.0,0.0,0.0
2021.0,All Sexes,50-64 years,20.0,23.0,0.0
2021.0,All Sexes,55-64 years,16.0,18.0,0.0
2021.0,Male,25-34 years,0.0,0.0,0.0
2021.0,Female,5-14 years,0.0,0.0,0.0
2021.0,All Sexes,50-64 years,16.0,17.0,0.0
2021.0,All Sexes,55-64 years,14.0,14.0,0.0
2021.0,Male,25-34 years,0.0,0.0,0.0
2021.0,Female,1-4 years,0.0,0.0,0.0
2021.0,Female,15-24 years,0.0,0.0,0.0
2021.0,All Sexes,15-24 years,0.0,0.0,0.0
2021.0,All Sexes,50-64 years,16.0,17.0,0.0
2021.0,Female,5-14 years,0.0,0.0,0.0
2021.0,All Sexes,25-34 years,0.0,0.0,0.0
2021.0,Male,25-34 years,0.0,0.0,0.0
2021.0,Female,1-4 years,0.0,0.0,0.0
2021.0,All Sexes,15-24 years,0.0,0.0,0.0
2021.0,All Sexes,50-64 years,17.0,16.0,0.0
2021.0,All Sexes,65-74 years,17.0,25.0,0.0
2021.0,All Sexes,75-84 years,16.0,19.0,0.0
2021.0,Male,15-24 years,0.0,0.0,0.0
2021.0,Male,35-44 years,0.0,0.0,0.0
2021.0,Female,65-74 years,10.0,16.0,0.0
2022.0,All Sexes,45-54 years,18.0,16.0,0.0
2022.0,All Sexes,50-64 years,53.0,42.0,0.0
2022.0,All Sexes,55-64 years,42.0,31.0,0.0
2022.0,All Sexes,65-74 years,55.0,38.0,0.0
2022.0,All Sexes,75-84 years,36.0,38.0,0.0
2022.0,All Sexes,85 years and over,33.0,31.0,0.0
2022.0,Male,5-14 years,0.0,0.0,0.0
2022.0,Male,45-54 years,12.0,10.0,0.0
2022.0,Male,50-64 years,32.0,27.0,0.0
2022.0,Male,55-64 years,24.0,19.0,0.0
2022.0,Male,65-74 years,34.0,22.0,0.0
2022.0,Male,75-84 years,16.0,18.0,0.0
2022.0,Male,85 years and over,17.0,14.0,0.0
2022.0,Female,1-4 years,0.0,0.0,0.0
2022.0,Female,50-64 years,21.0,15.0,0.0
2022.0,Female,55-64 years,18.0,12.0,0.0
2022.0,Female,65-74 years,21.0,16.0,0.0
2022.0,Female,75-84 years,20.0,20.0,0.0
2022.0,Female,85 years and over,16.0,17.0,0.0
2022.0,All Sexes,65-74 years,18.0,17.0,0.0
2022.0,All Sexes,75-84 years,17.0,16.0,0.0
2022.0,All Sexes,85 years and over,17.0,18.0,0.0
2022.0,Male,1-4 years,0.0,0.0,0.0
2022.0,Female,15-24 years,0.0,0.0,0.0
2022.0,Female,25-34 years,0.0,0.0,0.0
2022.0,All Sexes,25-34 years,0.0,0.0,0.0
2022.0,Male,1-4 years,0.0,0.0,0.0
2022.0,Male,5-14 years,0.0,0.0,0.0
2022.0,Male,25-34 years,0.0,0.0,0.0
2022.0,Male,35-44 years,0.0,0.0,0.0
2022.0,Male,45-54 years,0.0,0.0,0.0
2022.0,All Sexes,15-24 years,0.0,0.0,0.0
2022.0,All Sexes,25-34 years,0.0,0.0,0.0
2022.0,Male,1-4 years,0.0,0.0,0.0
2022.0,Male,25-34 years,0.0,0.0,0.0
2022.0,Male,35-44 years,0.0,0.0,0.0
2022.0,All Sexes,1-4 years,0.0,0.0,0.0
2022.0,All Sexes,15-24 years,0.0,0.0,0.0
2022.0,All Sexes,25-34 years,0.0,0.0,0.0
2022.0,Male,1-4 years,0.0,0.0,0.0
2022.0,Male,15-24 years,0.0,0.0,0.0
2022.0,Male,25-34 years,0.0,0.0,0.0
2022.0,Male,75-84 years,0.0,0.0,0.0
2022.0,Female,1-4 years,0.0,0.0,0.0
2022.0,Female,5-14 years,0.0,0.0,0.0
2022.0,Female,15-24 years,0.0,0.0,0.0
2022.0,Female,45-54 years,0.0,0.0,0.0
2022.0,Female,65-74 years,0.0,0.0,0.0
2020.0,All Sexes,35-44 years,0.0,30.0,12.0
2020.0,All Sexes,45-54 years,0.0,38.0,19.0
2020.0,All Sexes,50-64 years,0.0,146.0,34.0
2020.0,All Sexes,55-64 years,0.0,118.0,25.0
2020.0,All Sexes,65-74 years,0.0,256.0,29.0
2020.0,All Sexes,75-84 years,0.0,310.0,28.0
2020.0,All Sexes,85 years and over,0.0,363.0,26.0
2020.0,Male,45-54 years,0.0,24.0,10.0
2020.0,Male,50-64 years,0.0,83.0,19.0
2020.0,Male,55-64 years,0.0,63.0,13.0
2020.0,Male,65-74 years,0.0,147.0,15.0
2020.0,Male,75-84 years,0.0,174.0,15.0
2020.0,Male,85 years and over,0.0,169.0,11.0
2020.0,Female,5-14 years,0.0,0.0,0.0
2020.0,Female,50-64 years,0.0,63.0,15.0
2020.0,Female,55-64 years,0.0,55.0,12.0
2020.0,Female,65-74 years,0.0,109.0,14.0
2020.0,Female,75-84 years,0.0,136.0,13.0
2020.0,Female,85 years and over,0.0,194.0,15.0
2020.0,All Sexes,45-54 years,0.0,48.0,13.0
2020.0,All Sexes,50-64 years,0.0,154.0,31.0
2020.0,All Sexes,55-64 years,0.0,119.0,23.0
2020.0,All Sexes,65-74 years,0.0,268.0,28.0
2020.0,All Sexes,75-84 years,0.0,331.0,36.0
2020.0,All Sexes,85 years and over,0.0,340.0,14.0
2020.0,Male,5-14 years,0.0,0.0,0.0
2020.0,Male,50-64 years,0.0,79.0,17.0
2020.0,Male,55-64 years,0.0,65.0,12.0
2020.0,Male,65-74 years,0.0,161.0,15.0
2020.0,Male,75-84 years,0.0,189.0,18.0
2020.0,Female,50-64 years,0.0,75.0,14.0
2020.0,Female,55-64 years,0.0,54.0,11.0
2020.0,Female,65-74 years,0.0,107.0,13.0
2020.0,Female,75-84 years,0.0,142.0,18.0
2020.0,All Sexes,50-64 years,21.0,217.0,26.0
2020.0,All Sexes,55-64 years,18.0,178.0,23.0
2020.0,All Sexes,65-74 years,51.0,315.0,23.0
2020.0,All Sexes,75-84 years,59.0,461.0,18.0
2020.0,All Sexes,85 years and over,49.0,430.0,18.0
2020.0,Male,50-64 years,17.0,134.0,17.0
2020.0,Male,55-64 years,14.0,105.0,16.0
2020.0,Male,65-74 years,34.0,198.0,10.0
2020.0,Male,75-84 years,36.0,270.0,10.0
2020.0,Female,5-14 years,0.0,0.0,0.0
2020.0,Female,65-74 years,17.0,117.0,13.0
2020.0,All Sexes,5-14 years,0.0,0.0,0.0
2020.0,All Sexes,35-44 years,27.0,34.0,0.0
2020.0,All Sexes,65-74 years,298.0,425.0,10.0
2020.0,All Sexes,75-84 years,393.0,564.0,10.0
2020.0,Male,5-14 years,0.0,0.0,0.0
2020.0,Male,35-44 years,21.0,25.0,0.0
2020.0,Male,55-64 years,95.0,136.0,0.0
2020.0,Female,5-14 years,0.0,0.0,0.0
2020.0,Female,85 years and over,202.0,271.0,0.0
2020.0,All Sexes,5-14 years,0.0,0.0,0.0
2020.0,All Sexes,35-44 years,20.0,30.0,0.0
2020.0,Male,5-14 years,0.0,0.0,0.0
2020.0,Male,75-84 years,184.0,272.0,0.0
2020.0,Female,1-4 years,0.0,0.0,0.0
2020.0,Female,5-14 years,0.0,0.0,0.0
2020.0,All Sexes,35-44 years,23.0,28.0,0.0
2020.0,All Sexes,45-54 years,53.0,70.0,0.0
2020.0,All Sexes,50-64 years,142.0,227.0,0.0
2020.0,All Sexes,55-64 years,108.0,175.0,0.0
2020.0,All Sexes,65-74 years,206.0,329.0,0.0
2020.0,All Sexes,75-84 years,266.0,409.0,0.0
2020.0,Male,45-54 years,40.0,51.0,0.0
2020.0,Male,50-64 years,97.0,141.0,0.0
2020.0,Male,55-64 years,71.0,104.0,0.0
2020.0,Male,65-74 years,131.0,199.0,0.0
2020.0,Male,75-84 years,141.0,240.0,0.0
2020.0,Female,5-14 years,0.0,0.0,0.0
2020.0,Female,50-64 years,45.0,86.0,0.0
2020.0,Female,55-64 years,37.0,71.0,0.0
2020.0,Female,65-74 years,75.0,130.0,0.0
2020.0,Female,75-84 years,125.0,169.0,0.0
2020.0,All Sexes,35-44 years,108.0,70.0,0.0
2020.0,All Sexes,45-54 years,234.0,156.0,0.0
2020.0,All Sexes,50-64 years,731.0,513.0,0.0
2020.0,All Sexes,55-64 years,586.0,417.0,0.0
2020.0,Male,1-4 years,0.0,0.0,0.0
2020.0,Male,25-34 years,24.0,20.0,0.0
2020.0,Male,35-44 years,63.0,42.0,0.0
2020.0,Male,45-54 years,151.0,102.0,0.0
2020.0,Male,50-64 years,466.0,311.0,0.0
2020.0,Male,55-64 years,376.0,252.0,0.0
2020.0,Female,35-44 years,45.0,28.0,0.0
2020.0,Female,45-54 years,83.0,54.0,0.0
2020.0,Female,50-64 years,265.0,202.0,0.0
2020.0,Female,55-64 years,210.0,165.0,0.0
2020.0,Female,65-74 years,414.0,302.0,0.0
2020.0,All Sexes,1-4 years,0.0,0.0,0.0
2020.0,All Sexes,25-34 years,24.0,20.0,0.0
2020.0,All Sexes,35-44 years,67.0,48.0,0.0
2020.0,All Sexes,65-74 years,1087.0,921.0,0.0
2020.0,Male,5-14 years,0.0,0.0,0.0
2020.0,Male,35-44 years,45.0,31.0,0.0
2020.0,Male,45-54 years,130.0,97.0,0.0
2020.0,Male,50-64 years,463.0,374.0,0.0
2020.0,Male,55-64 years,384.0,320.0,0.0
2020.0,Male,65-74 years,682.0,594.0,0.0
2020.0,Female,1-4 years,0.0,0.0,0.0
2020.0,Female,65-74 years,405.0,327.0,0.0
2020.0,All Sexes,1-4 years,0.0,0.0,0.0
2020.0,All Sexes,25-34 years,17.0,24.0,0.0
2020.0,All Sexes,55-64 years,253.0,288.0,0.0
2020.0,Male,1-4 years,0.0,0.0,0.0
2020.0,Male,5-14 years,0.0,0.0,0.0
2020.0,Male,25-34 years,12.0,19.0,0.0
2020.0,Male,55-64 years,173.0,188.0,0.0
2020.0,Female,45-54 years,34.0,47.0,0.0
2020.0,Female,50-64 years,99.0,131.0,0.0
2020.0,Female,55-64 years,80.0,100.0,0.0
2020.0,Female,65-74 years,180.0,203.0,0.0
2020.0,Female,75-84 years,229.0,269.0,0.0
2020.0,Female,85 years and over,345.0,297.0,0.0
2020.0,All Sexes,35-44 years,31.0,38.0,0.0
2020.0,All Sexes,45-54 years,56.0,64.0,0.0
2020.0,All Sexes,65-74 years,318.0,406.0,0.0
2020.0,All Sexes,75-84 years,445.0,552.0,0.0
2020.0,Male,45-54 years,42.0,39.0,0.0
2020.0,Male,65-74 years,194.0,249.0,0.0
2020.0,Male,75-84 years,270.0,332.0,0.0
2020.0,Male,85 years and over,193.0,270.0,0.0
2020.0,Female,15-24 years,0.0,0.0,0.0
2020.0,Female,50-64 years,77.0,115.0,0.0
2020.0,Female,55-64 years,69.0,100.0,0.0
2020.0,Female,65-74 years,124.0,157.0,0.0
2020.0,Female,75-84 years,175.0,220.0,0.0
2020.0,All Sexes,1-4 years,0.0,0.0,0.0
2020.0,All Sexes,35-44 years,18.0,30.0,0.0
2020.0,All Sexes,45-54 years,57.0,69.0,0.0
2020.0,All Sexes,50-64 years,231.0,300.0,0.0
2020.0,All Sexes,55-64 years,194.0,253.0,0.0
2020.0,Male,1-4 years,0.0,0.0,0.0
2020.0,Male,45-54 years,37.0,38.0,0.0
2020.0,Male,50-64 years,159.0,190.0,0.0
2020.0,Male,55-64 years,136.0,163.0,0.0
2020.0,Female,45-54 years,20.0,31.0,0.0
2020.0,Female,50-64 years,72.0,110.0,0.0
2020.0,Female,55-64 years,58.0,90.0,0.0
2020.0,All Sexes,1-4 years,0.0,0.0,0.0
2020.0,All Sexes,5-14 years,0.0,0.0,0.0
2020.0,All Sexes,35-44 years,39.0,39.0,0.0
2020.0,Male,35-44 years,21.0,15.0,0.0
2020.0,Male,50-64 years,254.0,253.0,0.0
2020.0,Male,55-64 years,215.0,209.0,0.0
2020.0,Female,35-44 years,18.0,24.0,0.0
2020.0,Female,45-54 years,54.0,64.0,0.0
2021.0,All Sexes,1-4 years,0.0,0.0,0.0
2021.0,All Sexes,25-34 years,28.0,20.0,0.0
2021.0,All Sexes,35-44 years,65.0,57.0,0.0
2021.0,Male,5-14 years,0.0,0.0,0.0
2021.0,Male,25-34 years,19.0,13.0,0.0
2021.0,Male,35-44 years,44.0,39.0,0.0
2021.0,Male,85 years and over,712.0,670.0,0.0
2021.0,Female,35-44 years,21.0,18.0,0.0
2021.0,Female,45-54 years,69.0,53.0,0.0
2021.0,Female,65-74 years,446.0,405.0,0.0
2021.0,All Sexes,25-34 years,19.0,19.0,0.0
2021.0,All Sexes,35-44 years,40.0,41.0,0.0
2021.0,Male,35-44 years,22.0,21.0,0.0
2021.0,Male,65-74 years,425.0,436.0,0.0
2021.0,Male,75-84 years,611.0,606.0,0.0
2021.0,Male,85 years and over,452.0,473.0,0.0
2021.0,Female,35-44 years,18.0,20.0,0.0
2021.0,Female,45-54 years,53.0,51.0,0.0
2021.0,Female,50-64 years,186.0,203.0,0.0
2021.0,Female,55-64 years,148.0,166.0,0.0
2021.0,All Sexes,25-34 years,19.0,25.0,0.0
2021.0,All Sexes,35-44 years,38.0,45.0,0.0
2021.0,All Sexes,85 years and over,425.0,553.0,0.0
2021.0,Male,5-14 years,0.0,0.0,0.0
2021.0,Male,25-34 years,12.0,16.0,0.0
2021.0,Male,35-44 years,21.0,22.0,0.0
2021.0,Male,55-64 years,161.0,169.0,0.0
2021.0,Male,75-84 years,336.0,452.0,0.0
2021.0,Male,85 years and over,213.0,291.0,0.0
2021.0,Female,35-44 years,17.0,23.0,0.0
2021.0,Female,45-54 years,34.0,41.0,0.0
2021.0,Female,85 years and over,212.0,262.0,0.0
2021.0,All Sexes,5-14 years,0.0,0.0,0.0
2021.0,All Sexes,35-44 years,39.0,54.0,0.0
2021.0,Male,5-14 years,0.0,0.0,0.0
2021.0,Male,35-44 years,23.0,36.0,0.0
2021.0,Male,65-74 years,211.0,294.0,0.0
2021.0,Female,5-14 years,0.0,0.0,0.0
2021.0,Female,35-44 years,16.0,18.0,0.0
2021.0,Female,45-54 years,42.0,44.0,0.0
2021.0,Female,50-64 years,116.0,142.0,0.0
2021.0,Female,55-64 years,96.0,113.0,0.0
2021.0,Female,75-84 years,162.0,233.0,0.0
2021.0,Female,85 years and over,156.0,220.0,0.0
2021.0,All Sexes,5-14 years,0.0,0.0,0.0
2021.0,All Sexes,25-34 years,13.0,17.0,0.0
2021.0,All Sexes,35-44 years,50.0,47.0,0.0
2021.0,All Sexes,45-54 years,103.0,123.0,0.0
2021.0,Male,1-4 years,0.0,0.0,0.0
