Year,Sex,Age Group,COVID-19 Deaths,Pneumonia Deaths,Influenza Deaths
2022.0,Female,15-24 years,0.0,0.0,0.0
2022.0,Female,65-74 years,132.0,117.0,0.0
2022.0,Female,85 years and over,129.0,99.0,0.0
2022.0,All Sexes,50-64 years,67.0,82.0,0.0
2022.0,All Sexes,55-64 years,57.0,73.0,0.0
2022.0,Male,50-64 years,33.0,41.0,0.0
2022.0,Male,55-64 years,30.0,39.0,0.0
2022.0,Male,75-84 years,82.0,92.0,0.0
2022.0,Male,85 years and over,58.0,64.0,0.0
2022.0,Female,15-24 years,0.0,0.0,0.0
2022.0,Female,50-64 years,34.0,41.0,0.0
2022.0,Female,55-64 years,27.0,34.0,0.0
2022.0,Female,65-74 years,42.0,47.0,0.0
2022.0,All Sexes,15-24 years,0.0,0.0,0.0
2022.0,Male,15-24 years,0.0,0.0,0.0
2022.0,Male,85 years and over,15.0,47.0,0.0
2022.0,Female,15-24 years,0.0,0.0,0.0
2022.0,Female,25-34 years,0.0,0.0,0.0
2022.0,All Sexes,15-24 years,0.0,0.0,0.0
2022.0,All Sexes,25-34 years,0.0,0.0,0.0
2022.0,Male,15-24 years,0.0,0.0,0.0
2022.0,Male,25-34 years,0.0,0.0,0.0
2022.0,Female,1-4 years,0.0,0.0,0.0
2022.0,Female,5-14 years,0.0,0.0,0.0
2022.0,Female,15-24 years,0.0,0.0,0.0
2022.0,Female,25-34 years,0.0,0.0,0.0
2020.0,Male,25-34 years,0.0,0.0,0.0
2020.0,Male,85 years and over,0.0,33.0,0.0
2020.0,Female,15-24 years,0.0,0.0,0.0
2020.0,All Sexes,50-64 years,0.0,36.0,11.0
2020.0,All Sexes,55-64 years,0.0,28.0,10.0
2020.0,Male,25-34 years,0.0,0.0,0.0
2020.0,Female,55-64 years,0.0,15.0,0.0
2020.0,Female,15-24 years,0.0,0.0,0.0
2020.0,All Sexes,5-14 years,0.0,0.0,0.0
2020.0,All Sexes,50-64 years,34.0,49.0,0.0
2020.0,All Sexes,55-64 years,27.0,39.0,0.0
2020.0,All Sexes,65-74 years,23.0,45.0,0.0
2020.0,All Sexes,75-84 years,37.0,53.0,0.0
2020.0,All Sexes,85 years and over,52.0,41.0,0.0
2020.0,Male,15-24 years,0.0,0.0,0.0
2020.0,Male,50-64 years,23.0,31.0,0.0
2020.0,Male,55-64 years,19.0,25.0,0.0
2020.0,Male,65-74 years,17.0,26.0,0.0
2020.0,Male,85 years and over,21.0,17.0,0.0
2020.0,Female,1-4 years,0.0,0.0,0.0
2020.0,All Sexes,65-74 years,62.0,64.0,0.0
2020.0,All Sexes,75-84 years,71.0,84.0,0.0
2020.0,All Sexes,85 years and over,68.0,71.0,0.0
2020.0,Male,15-24 years,0.0,0.0,0.0
2020.0,Male,65-74 years,34.0,31.0,0.0
2020.0,Male,75-84 years,46.0,53.0,0.0
2020.0,Male,85 years and over,31.0,35.0,0.0
2020.0,Female,65-74 years,28.0,33.0,0.0
2020.0,Female,75-84 years,25.0,31.0,0.0
2020.0,Female,85 years and over,37.0,36.0,0.0
2020.0,All Sexes,15-24 years,0.0,0.0,0.0
2020.0,All Sexes,45-54 years,22.0,24.0,0.0
2020.0,All Sexes,50-64 years,68.0,71.0,0.0
2020.0,All Sexes,55-64 years,55.0,53.0,0.0
2020.0,All Sexes,65-74 years,93.0,81.0,0.0
2020.0,All Sexes,75-84 years,115.0,112.0,0.0
2020.0,Male,15-24 years,0.0,0.0,0.0
2020.0,Male,50-64 years,39.0,45.0,0.0
2020.0,Male,55-64 years,28.0,30.0,0.0
2020.0,Male,65-74 years,58.0,47.0,0.0
2020.0,Male,75-84 years,61.0,61.0,0.0
2020.0,Male,85 years and over,46.0,38.0,0.0
2020.0,Female,15-24 years,0.0,0.0,0.0
2020.0,Female,50-64 years,29.0,26.0,0.0
2020.0,Female,55-64 years,27.0,23.0,0.0
2020.0,Female,65-74 years,35.0,34.0,0.0
2020.0,Female,75-84 years,54.0,51.0,0.0
2020.0,All Sexes,55-64 years,43.0,39.0,0.0
2020.0,All Sexes,65-74 years,73.0,74.0,0.0
2020.0,All Sexes,75-84 years,127.0,117.0,0.0
2020.0,All Sexes,85 years and over,152.0,93.0,0.0
2020.0,Male,1-4 years,0.0,0.0,0.0
2020.0,Male,65-74 years,44.0,48.0,0.0
2020.0,Male,75-84 years,73.0,64.0,0.0
2020.0,Male,85 years and over,64.0,39.0,0.0
2020.0,Female,25-34 years,0.0,0.0,0.0
2020.0,Female,50-64 years,21.0,27.0,0.0
2020.0,Female,55-64 years,18.0,20.0,0.0
2020.0,Female,65-74 years,29.0,26.0,0.0
2020.0,Female,75-84 years,54.0,53.0,0.0
2020.0,Female,85 years and over,88.0,54.0,0.0
2020.0,All Sexes,45-54 years,24.0,20.0,0.0
2020.0,All Sexes,50-64 years,80.0,61.0,0.0
2020.0,All Sexes,55-64 years,65.0,47.0,0.0
2020.0,All Sexes,65-74 years,131.0,112.0,0.0
2020.0,Male,50-64 years,44.0,34.0,0.0
2020.0,Male,55-64 years,32.0,27.0,0.0
2020.0,Male,65-74 years,65.0,58.0,0.0
2020.0,Female,50-64 years,36.0,27.0,0.0
2020.0,Female,55-64 years,33.0,20.0,0.0
2020.0,Female,65-74 years,66.0,54.0,0.0
2020.0,Female,85 years and over,130.0,74.0,0.0
2020.0,All Sexes,15-24 years,0.0,0.0,0.0
2020.0,All Sexes,75-84 years,274.0,157.0,0.0
2020.0,All Sexes,85 years and over,294.0,152.0,0.0
2020.0,Male,15-24 years,0.0,0.0,0.0
2020.0,Male,50-64 years,49.0,40.0,0.0
2020.0,Male,55-64 years,45.0,37.0,0.0
2020.0,Male,65-74 years,90.0,67.0,0.0
2020.0,Male,75-84 years,136.0,87.0,0.0
2020.0,Male,85 years and over,109.0,73.0,0.0
2020.0,Female,1-4 years,0.0,0.0,0.0
2020.0,Female,15-24 years,0.0,0.0,0.0
2020.0,Female,25-34 years,0.0,0.0,0.0
2020.0,Female,75-84 years,138.0,70.0,0.0
2020.0,Female,85 years and over,185.0,79.0,0.0
2020.0,All Sexes,45-54 years,47.0,38.0,0.0
2020.0,All Sexes,50-64 years,146.0,106.0,0.0
2020.0,All Sexes,55-64 years,121.0,85.0,0.0
2020.0,All Sexes,75-84 years,339.0,219.0,0.0
2020.0,Male,15-24 years,0.0,0.0,0.0
2020.0,Male,45-54 years,29.0,22.0,0.0
2020.0,Male,50-64 years,82.0,52.0,0.0
2020.0,Male,55-64 years,67.0,41.0,0.0
2020.0,Male,65-74 years,148.0,92.0,0.0
2020.0,Male,75-84 years,184.0,116.0,0.0
2020.0,Female,50-64 years,64.0,54.0,0.0
2020.0,Female,55-64 years,54.0,44.0,0.0
2020.0,Female,75-84 years,155.0,103.0,0.0
2021.0,All Sexes,45-54 years,51.0,35.0,0.0
2021.0,All Sexes,50-64 years,181.0,127.0,0.0
2021.0,All Sexes,55-64 years,151.0,108.0,0.0
2021.0,All Sexes,65-74 years,305.0,212.0,0.0
2021.0,All Sexes,85 years and over,308.0,188.0,0.0
2021.0,Male,45-54 years,31.0,23.0,0.0
2021.0,Male,50-64 years,111.0,76.0,0.0
2021.0,Male,55-64 years,91.0,64.0,0.0
2021.0,Male,65-74 years,169.0,120.0,0.0
2021.0,Male,75-84 years,196.0,124.0,0.0
2021.0,Male,85 years and over,128.0,84.0,0.0
2021.0,Female,5-14 years,0.0,0.0,0.0
2021.0,Female,50-64 years,70.0,51.0,0.0
2021.0,Female,55-64 years,60.0,44.0,0.0
2021.0,Female,65-74 years,136.0,92.0,0.0
2021.0,Female,85 years and over,180.0,104.0,0.0
2021.0,All Sexes,1-4 years,0.0,0.0,0.0
2021.0,All Sexes,45-54 years,29.0,27.0,0.0
2021.0,All Sexes,50-64 years,72.0,71.0,0.0
2021.0,All Sexes,55-64 years,57.0,57.0,0.0
2021.0,All Sexes,85 years and over,101.0,101.0,0.0
2021.0,Male,1-4 years,0.0,0.0,0.0
2021.0,Male,15-24 years,0.0,0.0,0.0
2021.0,Male,45-54 years,14.0,17.0,0.0
2021.0,Male,50-64 years,42.0,38.0,0.0
2021.0,Male,55-64 years,35.0,29.0,0.0
2021.0,Male,75-84 years,89.0,71.0,0.0
2021.0,Male,85 years and over,48.0,55.0,0.0
2021.0,Female,1-4 years,0.0,0.0,0.0
2021.0,Female,25-34 years,0.0,0.0,0.0
2021.0,Female,50-64 years,30.0,33.0,0.0
2021.0,Female,55-64 years,22.0,28.0,0.0
2021.0,Female,85 years and over,53.0,46.0,0.0
2021.0,All Sexes,5-14 years,0.0,0.0,0.0
2021.0,All Sexes,25-34 years,0.0,0.0,0.0
2021.0,All Sexes,65-74 years,60.0,65.0,0.0
2021.0,All Sexes,75-84 years,46.0,53.0,0.0
2021.0,All Sexes,85 years and over,38.0,57.0,0.0
2021.0,Male,5-14 years,0.0,0.0,0.0
2021.0,Male,15-24 years,0.0,0.0,0.0
2021.0,Male,25-34 years,0.0,0.0,0.0
2021.0,Male,50-64 years,27.0,31.0,0.0
2021.0,Male,55-64 years,22.0,26.0,0.0
2021.0,Male,65-74 years,34.0,42.0,0.0
2021.0,Male,75-84 years,24.0,29.0,0.0
2021.0,Male,85 years and over,21.0,34.0,0.0
2021.0,Female,25-34 years,0.0,0.0,0.0
2021.0,Female,65-74 years,26.0,23.0,0.0
2021.0,All Sexes,15-24 years,0.0,0.0,0.0
2021.0,All Sexes,65-74 years,23.0,43.0,0.0
2021.0,Male,15-24 years,0.0,0.0,0.0
2021.0,Female,1-4 years,0.0,0.0,0.0
2021.0,Female,15-24 years,0.0,0.0,0.0
2021.0,Female,25-34 years,0.0,0.0,0.0
2021.0,All Sexes,50-64 years,25.0,38.0,0.0
2021.0,All Sexes,55-64 years,22.0,30.0,0.0
2021.0,All Sexes,65-74 years,23.0,49.0,0.0
2021.0,All Sexes,75-84 years,24.0,58.0,0.0
2021.0,All Sexes,15-24 years,0.0,0.0,0.0
2021.0,All Sexes,50-64 years,34.0,45.0,0.0
2021.0,All Sexes,55-64 years,28.0,35.0,0.0
2021.0,All Sexes,65-74 years,36.0,39.0,0.0
2021.0,All Sexes,75-84 years,20.0,62.0,0.0
2021.0,Male,15-24 years,0.0,0.0,0.0
2021.0,Male,50-64 years,20.0,27.0,0.0
2021.0,Male,65-74 years,24.0,22.0,0.0
2021.0,All Sexes,45-54 years,42.0,26.0,0.0
2021.0,All Sexes,50-64 years,127.0,101.0,0.0
2021.0,All Sexes,55-64 years,99.0,85.0,0.0
2021.0,All Sexes,65-74 years,94.0,93.0,0.0
2021.0,All Sexes,85 years and over,53.0,52.0,0.0
2021.0,Male,45-54 years,22.0,15.0,0.0
2021.0,Male,50-64 years,73.0,61.0,0.0
2021.0,Male,55-64 years,57.0,52.0,0.0
2021.0,Male,65-74 years,58.0,59.0,0.0
2021.0,Female,45-54 years,20.0,11.0,0.0
2021.0,Female,50-64 years,54.0,40.0,0.0
2021.0,Female,55-64 years,42.0,33.0,0.0
2021.0,Female,65-74 years,36.0,34.0,0.0
2021.0,Female,75-84 years,36.0,40.0,0.0
2021.0,Female,85 years and over,29.0,31.0,0.0
2021.0,All Sexes,25-34 years,29.0,22.0,0.0
2021.0,All Sexes,35-44 years,63.0,35.0,0.0
2021.0,All Sexes,45-54 years,123.0,80.0,0.0
2021.0,All Sexes,50-64 years,268.0,184.0,0.0
2021.0,All Sexes,55-64 years,192.0,137.0,0.0
2021.0,All Sexes,85 years and over,116.0,92.0,0.0
2021.0,Male,35-44 years,38.0,21.0,0.0
2021.0,Male,45-54 years,80.0,52.0,0.0
2021.0,Male,50-64 years,165.0,110.0,0.0
2021.0,Male,55-64 years,115.0,78.0,0.0
2021.0,Male,65-74 years,130.0,105.0,0.0
2021.0,Male,85 years and over,54.0,43.0,0.0
2021.0,Female,1-4 years,0.0,0.0,0.0
2021.0,Female,25-34 years,16.0,12.0,0.0
2021.0,Female,35-44 years,25.0,14.0,0.0
2021.0,Female,45-54 years,43.0,28.0,0.0
2021.0,Female,50-64 years,103.0,74.0,0.0
2021.0,Female,55-64 years,77.0,59.0,0.0
2021.0,Female,75-84 years,93.0,61.0,0.0
2021.0,Female,85 years and over,62.0,49.0,0.0
2021.0,All Sexes,25-34 years,27.0,18.0,0.0
2021.0,All Sexes,35-44 years,44.0,26.0,0.0
2021.0,All Sexes,45-54 years,83.0,57.0,0.0
2021.0,All Sexes,50-64 years,232.0,165.0,0.0
2021.0,All Sexes,55-64 years,177.0,129.0,0.0
2021.0,All Sexes,65-74 years,191.0,142.0,0.0
2021.0,All Sexes,85 years and over,80.0,73.0,0.0
2021.0,Male,35-44 years,25.0,16.0,0.0
2021.0,Male,45-54 years,53.0,33.0,0.0
2021.0,Male,50-64 years,136.0,93.0,0.0
2021.0,Male,55-64 years,100.0,73.0,0.0
2021.0,Male,65-74 years,115.0,83.0,0.0
2021.0,Male,85 years and over,33.0,34.0,0.0
2021.0,Female,45-54 years,30.0,24.0,0.0
2021.0,Female,50-64 years,96.0,72.0,0.0
2021.0,Female,55-64 years,77.0,56.0,0.0
2021.0,Female,65-74 years,76.0,59.0,0.0
2021.0,Female,75-84 years,65.0,55.0,0.0
2021.0,Female,85 years and over,47.0,39.0,0.0
2021.0,All Sexes,35-44 years,22.0,16.0,0.0
2021.0,All Sexes,45-54 years,51.0,40.0,0.0
2021.0,All Sexes,50-64 years,112.0,95.0,0.0
2021.0,All Sexes,55-64 years,81.0,71.0,0.0
2021.0,All Sexes,65-74 years,109.0,109.0,0.0
2021.0,All Sexes,85 years and over,58.0,62.0,0.0
2021.0,Male,45-54 years,30.0,19.0,0.0
2021.0,Male,50-64 years,64.0,49.0,0.0
2021.0,Male,55-64 years,47.0,39.0,0.0
2021.0,Male,65-74 years,62.0,57.0,0.0
2021.0,Male,85 years and over,28.0,39.0,0.0
2021.0,Female,45-54 years,21.0,21.0,0.0
2021.0,Female,50-64 years,48.0,46.0,0.0
2021.0,Female,55-64 years,34.0,32.0,0.0
2021.0,Female,65-74 years,47.0,52.0,0.0
2021.0,Female,85 years and over,30.0,23.0,0.0
2021.0,All Sexes,15-24 years,0.0,0.0,0.0
2021.0,All Sexes,65-74 years,53.0,69.0,0.0
2021.0,All Sexes,85 years and over,35.0,68.0,0.0
2021.0,Male,15-24 years,0.0,0.0,0.0
2021.0,Male,50-64 years,41.0,35.0,0.0
2021.0,Male,55-64 years,35.0,30.0,0.0
2021.0,Male,65-74 years,31.0,43.0,0.0
2021.0,Female,65-74 years,22.0,26.0,0.0
2021.0,Female,75-84 years,25.0,31.0,0.0
2021.0,All Sexes,45-54 years,29.0,28.0,0.0
2021.0,All Sexes,65-74 years,105.0,122.0,0.0
2021.0,All Sexes,75-84 years,88.0,113.0,0.0
2021.0,All Sexes,85 years and over,54.0,77.0,0.0
2021.0,Male,45-54 years,19.0,16.0,0.0
2021.0,Male,50-64 years,58.0,41.0,0.0
2021.0,Male,55-64 years,44.0,31.0,0.0
2021.0,Male,65-74 years,58.0,71.0,0.0
2021.0,Male,75-84 years,49.0,67.0,0.0
2021.0,Male,85 years and over,28.0,39.0,0.0
2021.0,Female,65-74 years,47.0,51.0,0.0
2021.0,Female,75-84 years,39.0,46.0,0.0
2022.0,All Sexes,15-24 years,0.0,0.0,0.0
2022.0,All Sexes,35-44 years,28.0,16.0,0.0
2022.0,All Sexes,45-54 years,51.0,35.0,0.0
2022.0,All Sexes,50-64 years,166.0,118.0,0.0
2022.0,All Sexes,55-64 years,137.0,99.0,0.0
2022.0,All Sexes,75-84 years,235.0,156.0,0.0
2022.0,Male,15-24 years,0.0,0.0,0.0
2022.0,Male,45-54 years,29.0,14.0,0.0
2022.0,Male,50-64 years,95.0,65.0,0.0
2022.0,Male,55-64 years,78.0,57.0,0.0
2022.0,Male,75-84 years,129.0,91.0,0.0
2022.0,Female,15-24 years,0.0,0.0,0.0
2022.0,Female,45-54 years,22.0,21.0,0.0
2022.0,Female,50-64 years,71.0,53.0,0.0
2022.0,Female,55-64 years,59.0,42.0,0.0
2022.0,Female,75-84 years,106.0,65.0,0.0
2022.0,All Sexes,45-54 years,39.0,26.0,0.0
2022.0,All Sexes,65-74 years,197.0,150.0,0.0
2022.0,All Sexes,75-84 years,234.0,173.0,0.0
2022.0,Male,45-54 years,22.0,12.0,0.0
2022.0,Male,50-64 years,79.0,63.0,0.0
2022.0,Male,55-64 years,65.0,54.0,0.0
2022.0,Male,65-74 years,118.0,93.0,0.0
2022.0,Male,75-84 years,140.0,109.0,0.0
2022.0,Male,85 years and over,76.0,51.0,0.0
2022.0,Female,65-74 years,79.0,57.0,0.0
2022.0,Female,75-84 years,94.0,64.0,0.0
2022.0,All Sexes,50-64 years,29.0,50.0,0.0
2022.0,All Sexes,55-64 years,23.0,42.0,0.0
2022.0,Female,65-74 years,25.0,35.0,0.0
2022.0,Female,1-4 years,0.0,0.0,0.0
2022.0,Female,25-34 years,0.0,0.0,0.0
2022.0,All Sexes,1-4 years,0.0,0.0,0.0
2022.0,All Sexes,15-24 years,0.0,0.0,0.0
2022.0,Male,1-4 years,0.0,0.0,0.0
2022.0,Male,15-24 years,0.0,0.0,0.0
2022.0,Male,25-34 years,0.0,0.0,0.0
2022.0,Male,35-44 years,0.0,0.0,0.0
2022.0,Female,1-4 years,0.0,0.0,0.0
2022.0,Female,45-54 years,0.0,0.0,0.0
2020.0,All Sexes,25-34 years,0.0,23.0,18.0
2020.0,All Sexes,35-44 years,0.0,39.0,26.0
2020.0,All Sexes,45-54 years,0.0,93.0,24.0
2020.0,All Sexes,50-64 years,0.0,288.0,57.0
2020.0,All Sexes,55-64 years,0.0,233.0,44.0
2020.0,All Sexes,75-84 years,0.0,517.0,45.0
2020.0,All Sexes,85 years and over,0.0,711.0,58.0
2020.0,Male,35-44 years,0.0,16.0,13.0
2020.0,Male,45-54 years,0.0,48.0,11.0
2020.0,Male,50-64 years,0.0,161.0,30.0
2020.0,Male,55-64 years,0.0,131.0,24.0
2020.0,Male,65-74 years,0.0,231.0,23.0
2020.0,Male,75-84 years,0.0,302.0,22.0
2020.0,Male,85 years and over,0.0,307.0,26.0
2020.0,Female,35-44 years,0.0,23.0,13.0
2020.0,Female,45-54 years,0.0,45.0,13.0
2020.0,Female,50-64 years,0.0,127.0,27.0
2020.0,Female,55-64 years,0.0,102.0,20.0
2020.0,Female,75-84 years,0.0,215.0,23.0
2020.0,Female,85 years and over,0.0,404.0,32.0
2020.0,All Sexes,25-34 years,0.0,14.0,13.0
2020.0,All Sexes,35-44 years,0.0,32.0,10.0
2020.0,All Sexes,45-54 years,0.0,77.0,31.0
2020.0,All Sexes,75-84 years,0.0,484.0,70.0
2020.0,All Sexes,85 years and over,0.0,664.0,53.0
2020.0,Male,45-54 years,0.0,56.0,18.0
2020.0,Male,50-64 years,0.0,154.0,44.0
2020.0,Male,55-64 years,0.0,123.0,30.0
2020.0,Male,75-84 years,0.0,276.0,30.0
2020.0,Male,85 years and over,0.0,295.0,27.0
2020.0,Female,45-54 years,0.0,21.0,13.0
2020.0,Female,65-74 years,0.0,139.0,28.0
2020.0,Female,75-84 years,0.0,208.0,40.0
2020.0,Female,85 years and over,0.0,369.0,26.0
2020.0,All Sexes,50-64 years,44.0,311.0,49.0
2020.0,All Sexes,55-64 years,35.0,263.0,41.0
2020.0,All Sexes,65-74 years,68.0,425.0,42.0
2020.0,All Sexes,75-84 years,74.0,581.0,34.0
2020.0,All Sexes,85 years and over,64.0,804.0,44.0
2020.0,Male,50-64 years,31.0,201.0,33.0
2020.0,Male,55-64 years,25.0,169.0,27.0
2020.0,Male,65-74 years,49.0,270.0,27.0
2020.0,Male,75-84 years,51.0,336.0,15.0
2020.0,Male,85 years and over,32.0,367.0,17.0
2020.0,Female,75-84 years,23.0,245.0,19.0
2020.0,Female,85 years and over,32.0,437.0,27.0
2020.0,All Sexes,1-4 years,0.0,0.0,0.0
2020.0,All Sexes,35-44 years,55.0,64.0,0.0
2020.0,All Sexes,50-64 years,314.0,422.0,12.0
2020.0,All Sexes,75-84 years,533.0,791.0,10.0
2020.0,Male,1-4 years,0.0,0.0,0.0
2020.0,Male,5-14 years,0.0,0.0,0.0
2020.0,Male,35-44 years,39.0,44.0,0.0
2020.0,Female,65-74 years,130.0,216.0,0.0
2020.0,All Sexes,1-4 years,0.0,0.0,0.0
2020.0,All Sexes,35-44 years,48.0,55.0,0.0
2020.0,All Sexes,50-64 years,379.0,393.0,0.0
2020.0,All Sexes,55-64 years,302.0,308.0,0.0
2020.0,Male,1-4 years,0.0,0.0,0.0
2020.0,Male,5-14 years,0.0,0.0,0.0
2020.0,Male,25-34 years,17.0,18.0,0.0
2020.0,Male,35-44 years,35.0,35.0,0.0
2020.0,Male,45-54 years,91.0,100.0,0.0
2020.0,Male,50-64 years,269.0,247.0,0.0
2020.0,Male,55-64 years,215.0,191.0,0.0
2020.0,Female,1-4 years,0.0,0.0,0.0
2020.0,Female,15-24 years,0.0,0.0,0.0
2020.0,Female,50-64 years,110.0,146.0,0.0
2020.0,Female,55-64 years,87.0,117.0,0.0
2020.0,Female,65-74 years,171.0,215.0,0.0
2020.0,Female,75-84 years,230.0,273.0,0.0
2020.0,Female,85 years and over,449.0,454.0,0.0
2020.0,All Sexes,1-4 years,0.0,0.0,0.0
2020.0,All Sexes,35-44 years,62.0,60.0,0.0
2020.0,All Sexes,45-54 years,170.0,159.0,0.0
2020.0,All Sexes,50-64 years,416.0,436.0,0.0
2020.0,All Sexes,55-64 years,311.0,335.0,0.0
2020.0,All Sexes,75-84 years,488.0,596.0,0.0
2020.0,Male,1-4 years,0.0,0.0,0.0
2020.0,Male,35-44 years,45.0,36.0,0.0
2020.0,Male,45-54 years,128.0,108.0,0.0
2020.0,Male,50-64 years,301.0,292.0,0.0
2020.0,Male,55-64 years,227.0,226.0,0.0
2020.0,Male,75-84 years,264.0,330.0,0.0
2020.0,Male,85 years and over,248.0,308.0,0.0
2020.0,Female,1-4 years,0.0,0.0,0.0
2020.0,Female,35-44 years,17.0,24.0,0.0
2020.0,Female,45-54 years,42.0,51.0,0.0
2020.0,Female,50-64 years,115.0,144.0,0.0
2020.0,Female,55-64 years,84.0,109.0,0.0
2020.0,Female,75-84 years,224.0,266.0,0.0
2020.0,All Sexes,1-4 years,0.0,0.0,0.0
2020.0,All Sexes,25-34 years,54.0,47.0,0.0
2020.0,All Sexes,35-44 years,152.0,122.0,0.0
2020.0,All Sexes,45-54 years,305.0,239.0,0.0
2020.0,All Sexes,50-64 years,815.0,682.0,0.0
2020.0,All Sexes,55-64 years,645.0,548.0,0.0
2020.0,All Sexes,75-84 years,868.0,821.0,0.0
2020.0,All Sexes,85 years and over,932.0,865.0,0.0
2020.0,Male,1-4 years,0.0,0.0,0.0
2020.0,Male,5-14 years,0.0,0.0,0.0
2020.0,Male,25-34 years,35.0,27.0,0.0
2020.0,Male,35-44 years,105.0,83.0,0.0
2020.0,Male,45-54 years,206.0,152.0,0.0
2020.0,Male,50-64 years,567.0,462.0,0.0
2020.0,Male,55-64 years,456.0,384.0,0.0
2020.0,Male,75-84 years,484.0,467.0,0.0
2020.0,Male,85 years and over,413.0,419.0,0.0
2020.0,Female,1-4 years,0.0,0.0,0.0
2020.0,Female,25-34 years,19.0,20.0,0.0
2020.0,Female,35-44 years,47.0,39.0,0.0
2020.0,Female,45-54 years,99.0,87.0,0.0
2020.0,Female,50-64 years,248.0,220.0,0.0
2020.0,Female,55-64 years,189.0,164.0,0.0
2020.0,Female,65-74 years,301.0,285.0,0.0
2020.0,Female,75-84 years,384.0,354.0,0.0
2020.0,Female,85 years and over,519.0,446.0,0.0
2020.0,All Sexes,25-34 years,39.0,33.0,0.0
2020.0,All Sexes,35-44 years,105.0,86.0,0.0
2020.0,All Sexes,45-54 years,281.0,220.0,0.0
2020.0,All Sexes,50-64 years,790.0,703.0,0.0
2020.0,All Sexes,55-64 years,616.0,565.0,0.0
2020.0,All Sexes,65-74 years,834.0,788.0,0.0
2020.0,All Sexes,85 years and over,977.0,848.0,0.0
2020.0,Male,1-4 years,0.0,0.0,0.0
2020.0,Male,35-44 years,77.0,57.0,0.0
2020.0,Male,45-54 years,203.0,160.0,0.0
2020.0,Male,50-64 years,552.0,471.0,0.0
2020.0,Male,55-64 years,431.0,376.0,0.0
2020.0,Male,65-74 years,515.0,474.0,0.0
2020.0,Male,85 years and over,426.0,395.0,0.0
2020.0,Female,35-44 years,28.0,29.0,0.0
2020.0,Female,45-54 years,78.0,60.0,0.0
2020.0,Female,50-64 years,238.0,232.0,0.0
2020.0,Female,55-64 years,185.0,189.0,0.0
2020.0,Female,65-74 years,319.0,314.0,0.0
2020.0,Female,75-84 years,377.0,349.0,0.0
2020.0,Female,85 years and over,551.0,453.0,0.0
2020.0,All Sexes,25-34 years,31.0,35.0,0.0
2020.0,All Sexes,35-44 years,45.0,45.0,0.0
2020.0,All Sexes,45-54 years,145.0,154.0,0.0
2020.0,All Sexes,50-64 years,453.0,474.0,0.0
2020.0,All Sexes,55-64 years,362.0,372.0,0.0
2020.0,All Sexes,65-74 years,466.0,529.0,0.0
2020.0,All Sexes,75-84 years,457.0,561.0,0.0
2020.0,All Sexes,85 years and over,556.0,647.0,0.0
2020.0,Male,1-4 years,0.0,0.0,0.0
2020.0,Male,5-14 years,0.0,0.0,0.0
2020.0,Male,35-44 years,23.0,28.0,0.0
2020.0,Male,45-54 years,110.0,108.0,0.0
2020.0,Male,50-64 years,317.0,299.0,0.0
2020.0,Male,55-64 years,248.0,232.0,0.0
2020.0,Male,65-74 years,285.0,320.0,0.0
2020.0,Male,75-84 years,243.0,323.0,0.0
2020.0,Male,85 years and over,226.0,295.0,0.0
2020.0,Female,35-44 years,22.0,17.0,0.0
2020.0,Female,45-54 years,35.0,46.0,0.0
2020.0,Female,50-64 years,136.0,175.0,0.0
2020.0,Female,55-64 years,114.0,140.0,0.0
2020.0,Female,65-74 years,181.0,209.0,0.0
2020.0,Female,75-84 years,214.0,238.0,0.0
2020.0,Female,85 years and over,330.0,352.0,0.0
2020.0,All Sexes,35-44 years,45.0,53.0,0.0
2020.0,All Sexes,45-54 years,120.0,130.0,0.0
2020.0,All Sexes,65-74 years,311.0,450.0,0.0
2020.0,All Sexes,85 years and over,397.0,565.0,0.0
2020.0,Male,1-4 years,0.0,0.0,0.0
2020.0,Male,35-44 years,33.0,36.0,0.0
2020.0,Male,45-54 years,89.0,89.0,0.0
2020.0,Male,65-74 years,186.0,267.0,0.0
2020.0,Male,75-84 years,197.0,299.0,0.0
2020.0,Male,85 years and over,188.0,266.0,0.0
2020.0,Female,45-54 years,31.0,41.0,0.0
2020.0,Female,50-64 years,85.0,118.0,0.0
2020.0,Female,55-64 years,69.0,98.0,0.0
2020.0,Female,65-74 years,125.0,183.0,0.0
2020.0,Female,85 years and over,209.0,299.0,0.0
2020.0,All Sexes,25-34 years,31.0,29.0,0.0
2020.0,All Sexes,35-44 years,61.0,60.0,0.0
2020.0,All Sexes,55-64 years,368.0,360.0,0.0
2020.0,All Sexes,75-84 years,678.0,704.0,0.0
2020.0,All Sexes,85 years and over,701.0,799.0,0.0
2020.0,Male,35-44 years,42.0,37.0,0.0
2020.0,Male,55-64 years,258.0,240.0,0.0
2020.0,Male,65-74 years,393.0,417.0,0.0
2020.0,Male,75-84 years,375.0,407.0,0.0
2020.0,Male,85 years and over,320.0,393.0,0.0
2020.0,Female,1-4 years,0.0,0.0,0.0
2020.0,Female,5-14 years,0.0,0.0,0.0
2020.0,Female,45-54 years,48.0,51.0,0.0
2020.0,Female,50-64 years,139.0,149.0,0.0
2020.0,Female,55-64 years,110.0,120.0,0.0
2020.0,Female,75-84 years,303.0,297.0,0.0
2020.0,Female,85 years and over,381.0,406.0,0.0
2020.0,All Sexes,15-24 years,32.0,16.0,0.0
